playerID,year,firstName,lastName,pos,tmID,GP,G,A,Pts,SOG
marinhe01,1983,Hector,Marini,R,NJD,32.0,2.0,2.0,4.0,33.0
markejo01,1983,John,Markell,L,STL,2.0,0.0,0.0,0.0,0.0
markwne01,1983,Nevin,Markwart,L,BOS,70.0,14.0,16.0,30.0,66.0
maroima01,1983,Mario,Marois,D,QUE,80.0,13.0,36.0,49.0,186.0
marshbr01,1983,Brad,Marsh,D,PHI,77.0,3.0,14.0,17.0,90.0
marshpe01,1983,Peter,Marsh,R,CHI,43.0,4.0,6.0,10.0,86.0
martigr01,1983,Grant,Martin,C,VAN,12.0,0.0,2.0,2.0,7.0
martite01,1983,Terry,Martin,L,TOR,63.0,15.0,10.0,25.0,62.0
marukde01,1983,Dennis,Maruk,C,MNS,71.0,17.0,43.0,60.0,130.0
masonbo01,1983,Bob,Mason,G,WAS,2.0,0.0,0.0,0.0,0.0
mattsma01,1983,Markus,Mattsson,G,LAK,19.0,0.0,0.0,0.0,0.0
maxwebr01,1983,Brad,Maxwell,D,MNS,78.0,19.0,54.0,73.0,228.0
maxwebr02,1983,Bryan,Maxwell,D,WIN,3.0,0.0,3.0,3.0,6.0
maxwebr02,1983,Bryan,Maxwell,D,PIT,45.0,3.0,12.0,15.0,55.0
maxweke01,1983,Kevin,Maxwell,C,NJD,14.0,0.0,3.0,3.0,8.0
mcadaga01,1983,Gary,McAdam,L,WAS,24.0,1.0,5.0,6.0,23.0
mcadaga01,1983,Gary,McAdam,L,NJD,38.0,9.0,6.0,15.0,60.0
mcbaian01,1983,Andrew,McBain,R,WIN,78.0,11.0,19.0,30.0,93.0
mccarke01,1983,Kevin,McCarthy,D,VAN,47.0,2.0,14.0,16.0,44.0
mccarke01,1983,Kevin,McCarthy,D,PIT,31.0,4.0,16.0,20.0,57.0
mccarto02,1983,Tom,McCarthy,L,MNS,66.0,39.0,31.0,70.0,165.0
mcclaro01,1983,Rob,McClanahan,F,NYR,41.0,6.0,8.0,14.0,52.0
mccleke01,1983,Kevin,McClelland,R,PIT,24.0,2.0,4.0,6.0,40.0
mccleke01,1983,Kevin,McClelland,R,EDM,52.0,8.0,20.0,28.0,65.0
mccouda01,1983,Dale,McCourt,C,BUF,5.0,1.0,3.0,4.0,5.0
mccouda01,1983,Dale,McCourt,C,TOR,72.0,19.0,24.0,43.0,98.0
mccribr01,1983,Brad,McCrimmon,D,PHI,71.0,0.0,24.0,24.0,106.0
mcdonge01,1983,Gerry,McDonald,D,HAR,5.0,0.0,0.0,0.0,7.0
mcdonla01,1983,Lanny,McDonald,R,CAL,65.0,33.0,33.0,66.0,245.0
mcewemi01,1983,Mike,McEwen,D,NYI,15.0,0.0,2.0,2.0,27.0
mcewemi01,1983,Mike,McEwen,D,LAK,47.0,10.0,24.0,34.0,133.0
mcgilbo01,1983,Bob,McGill,D,TOR,11.0,0.0,2.0,2.0,3.0
mckegto01,1983,Tony,McKegney,L,QUE,75.0,24.0,27.0,51.0,171.0
mckense01,1983,Sean,McKenna,R,BUF,78.0,20.0,10.0,30.0,107.0
mcmurto01,1983,Tom,McMurchy,R,CHI,27.0,3.0,1.0,4.0,21.0
mcnabpe01,1983,Peter,McNab,C,BOS,52.0,14.0,16.0,30.0,81.0
mcnabpe01,1983,Peter,McNab,C,VAN,13.0,1.0,6.0,7.0,20.0
mcphege01,1983,George,McPhee,L,NYR,9.0,1.0,1.0,2.0,1.0
mcphemi01,1983,Mike,McPhee,L,MTL,14.0,5.0,2.0,7.0,22.0
mcraeba01,1983,Basil,McRae,L,TOR,3.0,0.0,0.0,0.0,7.0
mcsorma01,1983,Marty,McSorley,D,PIT,72.0,2.0,7.0,9.0,75.0
meaghri01,1983,Rick,Meagher,C,NJD,52.0,14.0,14.0,28.0,125.0
melanro01,1983,Roland,Melanson,G,NYI,37.0,0.0,2.0,2.0,0.0
melnyla01,1983,Larry,Melnyk,D,EDM,,,,,
melocgi01,1983,Gilles,Meloche,G,MNS,52.0,0.0,1.0,1.0,0.0
melroba01,1983,Barry,Melrose,D,DET,21.0,0.0,1.0,1.0,8.0
merkogl01,1983,Glenn,Merkosky,C,NJD,5.0,1.0,0.0,1.0,6.0
merriwa01,1983,Wayne,Merrick,C,NYI,31.0,6.0,5.0,11.0,32.0
messima01,1983,Mark,Messier,C,EDM,73.0,37.0,64.0,101.0,219.0
micalco01,1983,Corrado,Micalef,G,DET,14.0,0.0,1.0,1.0,0.0
middlri01,1983,Rick,Middleton,R,BOS,80.0,47.0,58.0,105.0,209.0
milbumi01,1983,Mike,Milbury,D,BOS,74.0,2.0,17.0,19.0,66.0
millegr01,1983,Greg,Millen,G,HAR,60.0,0.0,3.0,3.0,0.0
minorge01,1983,Gerry,Minor,C,VAN,9.0,0.0,0.0,0.0,2.0
mioed01,1983,Eddie,Mio,G,DET,24.0,0.0,1.0,1.0,0.0
moffami01,1983,Mike,Moffat,G,BOS,4.0,0.0,0.0,0.0,0.0
molinla01,1983,Lars,Molin,L,VAN,42.0,6.0,7.0,13.0,47.0
mollemi01,1983,Mike,Moller,R,BUF,59.0,5.0,11.0,16.0,43.0
mollera01,1983,Randy,Moller,D,QUE,74.0,4.0,14.0,18.0,78.0
momesse01,1983,Sergio,Momesso,L,MTL,1.0,0.0,0.0,0.0,0.0
mondopi01,1983,Pierre,Mondou,C,MTL,52.0,15.0,22.0,37.0,105.0
mongrbo01,1983,Bob,Mongrain,C,BUF,,,,,
moogan01,1983,Andy,Moog,G,EDM,38.0,0.0,1.0,1.0,0.0
morrima01,1983,Mark,Morrison,C,NYR,1.0,0.0,0.0,0.0,5.0
morroke01,1983,Ken,Morrow,D,NYI,63.0,3.0,11.0,14.0,71.0
mullebr01,1983,Brian,Mullen,L,WIN,75.0,21.0,41.0,62.0,164.0
mullejo01,1983,Joe,Mullen,R,STL,80.0,41.0,44.0,85.0,228.0
mulvegr01,1983,Grant,Mulvey,R,NJD,12.0,1.0,2.0,3.0,15.0
murphla01,1983,Larry,Murphy,D,LAK,6.0,0.0,3.0,3.0,11.0
murphla01,1983,Larry,Murphy,D,WAS,72.0,13.0,33.0,46.0,138.0
murrabo02,1983,Bob,Murray,D,CHI,78.0,11.0,37.0,48.0,190.0
murratr01,1983,Troy,Murray,C,CHI,61.0,15.0,15.0,30.0,119.0
napiema01,1983,Mark,Napier,R,MTL,5.0,3.0,2.0,5.0,11.0
napiema01,1983,Mark,Napier,R,MNS,58.0,13.0,28.0,41.0,83.0
nasluma01,1983,Mats,Naslund,L,MTL,77.0,29.0,35.0,64.0,146.0
nattrri01,1983,Ric,Nattress,D,MTL,34.0,0.0,12.0,12.0,33.0
neelyca01,1983,Cam,Neely,R,VAN,56.0,16.0,15.0,31.0,87.0
neufera01,1983,Ray,Neufeld,R,HAR,80.0,27.0,42.0,69.0,163.0
newbejo01,1983,John,Newberry,C,MTL,3.0,0.0,0.0,0.0,2.0
nichobe01,1983,Bernie,Nicholls,C,LAK,78.0,41.0,54.0,95.0,255.0
nigrofr01,1983,Frank,Nigro,R,TOR,17.0,2.0,3.0,5.0,18.0
nilanch01,1983,Chris,Nilan,R,MTL,76.0,16.0,10.0,26.0,98.0
nillji01,1983,Jim,Nill,R,VAN,51.0,9.0,6.0,15.0,53.0
nillji01,1983,Jim,Nill,R,BOS,27.0,3.0,2.0,5.0,19.0
nilsske01,1983,Kent,Nilsson,C,CAL,67.0,31.0,49.0,80.0,181.0
nolante01,1983,Ted,Nolan,C,DET,19.0,1.0,2.0,3.0,15.0
nylunga01,1983,Gary,Nylund,D,TOR,47.0,2.0,14.0,16.0,71.0
nystrbo01,1983,Bob,Nystrom,R,NYI,74.0,15.0,29.0,44.0,134.0
ocallja01,1983,Jack,O'Callahan,D,CHI,70.0,4.0,13.0,17.0,88.0
oconnmi01,1983,Mike,O'Connell,D,BOS,75.0,18.0,42.0,60.0,194.0
odwyebi01,1983,Bill,O'Dwyer,C,LAK,5.0,0.0,0.0,0.0,2.0
ogrodjo01,1983,John,Ogrodnick,L,DET,64.0,42.0,36.0,78.0,252.0
oregato01,1983,Tom,O'Regan,C,PIT,51.0,4.0,10.0,14.0,44.0
oreilte01,1983,Terry,O'Reilly,R,BOS,58.0,12.0,18.0,30.0,48.0
osborma01,1983,Mark,Osborne,L,NYR,73.0,23.0,28.0,51.0,139.0
paiemwi01,1983,Wilf,Paiement,R,QUE,80.0,39.0,37.0,76.0,207.0
palmami01,1983,Mike,Palmateer,G,TOR,34.0,0.0,2.0,2.0,0.0
palmero02,1983,Robert,Palmer,D,NJD,38.0,0.0,5.0,5.0,18.0
parkbr01,1983,Brad,Park,D,DET,80.0,5.0,53.0,58.0,140.0
parroda01,1983,Dave,Parro,G,WAS,1.0,0.0,0.0,0.0,0.0
paslagr01,1983,Greg,Paslawski,R,MTL,26.0,1.0,4.0,5.0,27.0
paslagr01,1983,Greg,Paslawski,R,STL,34.0,8.0,6.0,14.0,36.0
paterjo01,1983,Joe,Paterson,L,DET,41.0,2.0,5.0,7.0,26.0
paterma01,1983,Mark,Paterson,D,HAR,9.0,2.0,0.0,2.0,10.0
paterri01,1983,Rick,Paterson,C,CHI,72.0,7.0,6.0,13.0,64.0
pateyla01,1983,Larry,Patey,C,STL,17.0,0.0,1.0,1.0,9.0
pateyla01,1983,Larry,Patey,C,NYR,9.0,1.0,2.0,3.0,6.0
patrija01,1983,James,Patrick,D,NYR,12.0,1.0,7.0,8.0,15.0
patrist01,1983,Steve,Patrick,R,BUF,11.0,1.0,4.0,5.0,11.0
patteco01,1983,Colin,Patterson,L,CAL,56.0,13.0,14.0,27.0,87.0
pavelma02,1983,Mark,Pavelich,C,NYR,77.0,29.0,53.0,82.0,164.0
pavesji01,1983,Jim,Pavese,D,STL,4.0,0.0,1.0,1.0,1.0
paynest01,1983,Steve,Payne,L,MNS,78.0,28.0,31.0,59.0,174.0
pederba01,1983,Barry,Pederson,C,BOS,80.0,39.0,77.0,116.0,236.0
peetepe01,1983,Pete,Peeters,G,BOS,50.0,0.0,0.0,0.0,0.0
pelenpe01,1983,Perry,Pelensky,R,CHI,4.0,0.0,0.0,0.0,4.0
pennest01,1983,Steve,Penney,G,MTL,4.0,0.0,0.0,0.0,0.0
pepliji01,1983,Jim,Peplinski,F,CAL,74.0,11.0,22.0,33.0,149.0
perlifr01,1983,Fred,Perlini,C,TOR,1.0,0.0,0.0,0.0,3.0
perregi01,1983,Gilbert,Perreault,C,BUF,73.0,31.0,59.0,90.0,165.0
perssst01,1983,Stefan,Persson,D,NYI,75.0,9.0,24.0,33.0,95.0
peterbr01,1983,Brent,Peterson,C,BUF,70.0,9.0,12.0,21.0,81.0
petitmi01,1983,Michel,Petit,D,VAN,44.0,6.0,9.0,15.0,78.0
pettejo01,1983,Jorgen,Pettersson,L,STL,77.0,28.0,34.0,62.0,212.0
picarro02,1983,Robert,Picard,D,MTL,7.0,0.0,2.0,2.0,7.0
picarro02,1983,Robert,Picard,D,WIN,62.0,6.0,16.0,22.0,126.0
picheda01,1983,Dave,Pichette,D,QUE,23.0,2.0,7.0,9.0,34.0
picheda01,1983,Dave,Pichette,D,STL,23.0,0.0,11.0,11.0,37.0
piercra01,1983,Randy,Pierce,R,HAR,17.0,6.0,3.0,9.0,25.0
playfji01,1983,Jim,Playfair,D,EDM,2.0,1.0,1.0,2.0,2.0
playfla01,1983,Larry,Playfair,D,BUF,76.0,5.0,11.0,16.0,67.0
plettwi01,1983,Willi,Plett,R,MNS,73.0,15.0,23.0,38.0,103.0
podduwa01,1983,Walt,Poddubny,L,TOR,38.0,11.0,14.0,25.0,77.0
potvide01,1983,Denis,Potvin,D,NYI,78.0,22.0,63.0,85.0,246.0
poulida02,1983,Dave,Poulin,C,PHI,73.0,31.0,45.0,76.0,185.0
pouzaja01,1983,Jaroslav,Pouzar,L,EDM,67.0,13.0,19.0,32.0,87.0
prestri01,1983,Rich,Preston,R,CHI,75.0,10.0,18.0,28.0,109.0
pricepa01,1983,Pat,Price,D,QUE,72.0,3.0,25.0,28.0,59.0
proppbr01,1983,Brian,Propp,L,PHI,79.0,39.0,53.0,92.0,301.0
quennjo01,1983,Joel,Quenneville,D,HAR,80.0,5.0,8.0,13.0,67.0
quinnda01,1983,Dan,Quinn,C,CAL,54.0,19.0,33.0,52.0,103.0
ramagro01,1983,Rob,Ramage,D,STL,80.0,15.0,45.0,60.0,266.0
ramsacr01,1983,Craig,Ramsay,L,BUF,76.0,9.0,17.0,26.0,97.0
ramsemi01,1983,Mike,Ramsey,D,BUF,72.0,9.0,22.0,31.0,134.0
reedsma01,1983,Mark,Reeds,R,STL,65.0,11.0,14.0,25.0,72.0
regieda01,1983,Darcy,Regier,D,NYI,5.0,0.0,1.0,1.0,6.0
reidda02,1983,Dave,Reid,L,BOS,8.0,1.0,0.0,1.0,4.0
reinhpa01,1983,Paul,Reinhart,D,CAL,27.0,6.0,15.0,21.0,92.0
renauma01,1983,Mark,Renaud,D,BUF,10.0,1.0,3.0,4.0,11.0
reschgl01,1983,Glenn,Resch,G,NJD,51.0,0.0,2.0,2.0,0.0
richmst01,1983,Steve,Richmond,D,NYR,26.0,2.0,5.0,7.0,16.0
richtda01,1983,Dave,Richter,D,MNS,42.0,2.0,3.0,5.0,22.0
riggipa01,1983,Pat,Riggin,G,WAS,41.0,0.0,0.0,0.0,0.0
risebdo01,1983,Doug,Risebrough,C,CAL,77.0,23.0,28.0,51.0,161.0
risslga01,1983,Gary,Rissling,L,PIT,47.0,4.0,13.0,17.0,40.0
robergo01,1983,Gordie,Roberts,D,MNS,77.0,8.0,45.0,53.0,131.0
roberto01,1983,Torrie,Robertson,L,HAR,66.0,7.0,13.0,20.0,61.0
robidfl01,1983,Florent,Robidoux,L,CHI,9.0,0.0,0.0,0.0,2.0
robinla01,1983,Larry,Robinson,D,MTL,74.0,9.0,34.0,43.0,141.0
rocheno01,1983,Normand,Rochefort,D,QUE,75.0,2.0,22.0,24.0,84.0
rogermi01,1983,Mike,Rogers,C,NYR,78.0,23.0,38.0,61.0,186.0
romanro01,1983,Roberto,Romano,G,PIT,18.0,0.0,0.0,0.0,0.0
rootbi01,1983,Bill,Root,D,MTL,72.0,4.0,13.0,17.0,71.0
rotada01,1983,Darcy,Rota,L,VAN,59.0,28.0,20.0,48.0,127.0
roulsto01,1983,Tom,Roulston,R,EDM,24.0,5.0,7.0,12.0,38.0
roulsto01,1983,Tom,Roulston,R,PIT,53.0,11.0,17.0,28.0,110.0
rousebo01,1983,Bob,Rouse,D,MNS,1.0,0.0,0.0,0.0,0.0
ruffli01,1983,Lindy,Ruff,L,BUF,58.0,14.0,31.0,45.0,126.0
ruotsre01,1983,Reijo,Ruotsalainen,D,NYR,74.0,20.0,39.0,59.0,287.0
ruskote01,1983,Terry,Ruskowski,C,LAK,77.0,7.0,25.0,32.0,51.0
russeph01,1983,Phil,Russell,D,NJD,76.0,9.0,22.0,31.0,123.0
saganro01,1983,Rocky,Saganiuk,R,PIT,29.0,1.0,3.0,4.0,30.0
salmibo01,1983,Borje,Salming,D,TOR,68.0,5.0,38.0,43.0,160.0
sampsga01,1983,Gary,Sampson,L,WAS,15.0,1.0,1.0,2.0,17.0
sassegr01,1983,Grant,Sasser,C,PIT,3.0,0.0,0.0,0.0,2.0
sauvebo01,1983,Bob,Sauve,G,BUF,40.0,0.0,0.0,0.0,0.0
sauveje01,1983,Jean-Francois,Sauve,C,QUE,39.0,10.0,17.0,27.0,43.0
savaran01,1983,Andre,Savard,C,QUE,60.0,20.0,24.0,44.0,100.0
savarde01,1983,Denis,Savard,C,CHI,75.0,37.0,57.0,94.0,210.0
schlian01,1983,Andy,Schliebener,D,VAN,51.0,2.0,10.0,12.0,62.0
schmino01,1983,Norm,Schmidt,D,PIT,34.0,6.0,12.0,18.0,56.0
schoeji01,1983,Jim,Schoenfeld,D,BOS,39.0,0.0,2.0,2.0,35.0
schofdw01,1983,Dwight,Schofield,D,STL,70.0,4.0,10.0,14.0,48.0
schutro01,1983,Rod,Schutt,L,PIT,11.0,1.0,3.0,4.0,13.0
scottro01,1983,Ron,Scott,G,NYR,9.0,0.0,0.0,0.0,0.0
secoral01,1983,Al,Secord,L,CHI,14.0,4.0,4.0,8.0,35.0
seiliri01,1983,Ric,Seiling,R,BUF,78.0,13.0,22.0,35.0,135.0
semenda01,1983,Dave,Semenko,L,EDM,52.0,6.0,11.0,17.0,39.0
seppajy01,1983,Jyrki,Seppa,D,WIN,13.0,0.0,2.0,2.0,7.0
sevigri01,1983,Richard,Sevigny,G,MTL,40.0,0.0,0.0,0.0,0.0
shandda01,1983,Dave,Shand,D,WAS,72.0,4.0,15.0,19.0,53.0
shawda01,1983,David,Shaw,D,QUE,3.0,0.0,0.0,0.0,3.0
shedddo01,1983,Doug,Shedden,C,PIT,67.0,22.0,35.0,57.0,159.0
sheehne01,1983,Neil,Sheehy,D,CAL,1.0,1.0,0.0,1.0,1.0
shervgo01,1983,Gord,Sherven,C,EDM,2.0,1.0,0.0,1.0,5.0
shuttst01,1983,Steve,Shutt,L,MTL,63.0,14.0,23.0,37.0,146.0
silkda01,1983,Dave,Silk,R,BOS,35.0,13.0,17.0,30.0,62.0
siltari01,1983,Risto,Siltanen,D,HAR,75.0,15.0,38.0,53.0,163.0
simmech01,1983,Charlie,Simmer,L,LAK,79.0,44.0,48.0,92.0,188.0
sinisil01,1983,Ilkka,Sinisalo,R,PHI,73.0,29.0,17.0,46.0,165.0
sittlda01,1983,Darryl,Sittler,C,PHI,76.0,27.0,36.0,63.0,212.0
sleiglo01,1983,Louis,Sleigher,R,QUE,44.0,15.0,19.0,34.0,74.0
smaildo01,1983,Doug,Smail,L,WIN,66.0,20.0,17.0,37.0,122.0
smithbi01,1983,Billy,Smith,G,NYI,42.0,0.0,2.0,2.0,0.0
smithbo01,1983,Bobby,Smith,C,MNS,10.0,3.0,6.0,9.0,21.0
smithbo01,1983,Bobby,Smith,C,MTL,70.0,26.0,37.0,63.0,179.0
smithbr03,1983,Brad,Smith,R,DET,8.0,2.0,1.0,3.0,10.0
smithdo03,1983,Doug,Smith,C,LAK,72.0,16.0,20.0,36.0,146.0
smithgr01,1983,Greg,Smith,D,DET,75.0,3.0,20.0,23.0,63.0
smylst01,1983,Stan,Smyl,R,VAN,80.0,24.0,43.0,67.0,205.0
snepsha01,1983,Harold,Snepsts,D,VAN,79.0,4.0,16.0,20.0,77.0
soetado01,1983,Doug,Soetaert,G,WIN,47.0,0.0,3.0,3.0,0.0
sprindo01,1983,Don,Spring,D,WIN,21.0,0.0,4.0,4.0,10.0
stanied01,1983,Ed,Staniowski,G,WIN,1.0,0.0,1.0,1.0,0.0
stanied01,1983,Ed,Staniowski,G,HAR,18.0,0.0,0.0,0.0,0.0
stanlda01,1983,Daryl,Stanley,D,PHI,23.0,1.0,4.0,5.0,14.0
stastan01,1983,Anton,Stastny,L,QUE,69.0,25.0,37.0,62.0,145.0
stastma01,1983,Marian,Stastny,R,QUE,68.0,20.0,32.0,52.0,113.0
stastpe01,1983,Peter,Stastny,C,QUE,80.0,46.0,73.0,119.0,189.0
stcrori01,1983,Rick,St. Croix,G,TOR,20.0,0.0,0.0,0.0,0.0
steenth01,1983,Thomas,Steen,C,WIN,78.0,20.0,45.0,65.0,181.0
stefagr01,1983,Greg,Stefan,G,DET,50.0,0.0,3.0,3.0,0.0
stevesc01,1983,Scott,Stevens,D,WAS,78.0,13.0,32.0,45.0,155.0
stewabi01,1983,Bill,Stewart,D,TOR,56.0,2.0,17.0,19.0,42.0
stileto01,1983,Tony,Stiles,D,CAL,30.0,2.0,7.0,9.0,19.0
stlauan01,1983,Andre,St. Laurent,C,PIT,8.0,2.0,0.0,2.0,13.0
stlauan01,1983,Andre,St. Laurent,C,DET,19.0,1.0,3.0,4.0,24.0
stougbl01,1983,Blaine,Stoughton,R,HAR,54.0,23.0,14.0,37.0,103.0
stougbl01,1983,Blaine,Stoughton,R,NYR,14.0,5.0,2.0,7.0,27.0
stoyast01,1983,Steve,Stoyanovich,C,HAR,23.0,3.0,5.0,8.0,60.0
stronke01,1983,Ken,Strong,L,TOR,2.0,0.0,2.0,2.0,3.0
strueto01,1983,Todd,Strueby,L,EDM,1.0,0.0,1.0,1.0,1.0
sullido01,1983,Doug,Sulliman,R,HAR,67.0,6.0,13.0,19.0,130.0
summara01,1983,Raimo,Summanen,L,EDM,2.0,1.0,4.0,5.0,3.0
sundspa01,1983,Patrik,Sundstrom,C,VAN,78.0,38.0,53.0,91.0,216.0
sundspe01,1983,Peter,Sundstrom,L,NYR,77.0,22.0,22.0,44.0,153.0
suttebr01,1983,Brian,Sutter,L,STL,76.0,32.0,51.0,83.0,193.0
suttebr02,1983,Brent,Sutter,C,NYI,69.0,34.0,15.0,49.0,154.0
sutteda01,1983,Darryl,Sutter,L,CHI,59.0,20.0,20.0,40.0,135.0
suttedu01,1983,Duane,Sutter,R,NYI,78.0,17.0,23.0,40.0,137.0
sutteri01,1983,Rich,Sutter,R,PIT,5.0,0.0,0.0,0.0,2.0
sutteri01,1983,Rich,Sutter,R,PHI,70.0,16.0,12.0,28.0,133.0
suttero01,1983,Ron,Sutter,C,PHI,79.0,19.0,32.0,51.0,145.0
sykesph01,1983,Phil,Sykes,L,LAK,3.0,0.0,0.0,0.0,2.0
tambest01,1983,Steve,Tambellini,C,CAL,73.0,15.0,10.0,25.0,99.0
tantito01,1983,Tony,Tanti,R,VAN,79.0,45.0,41.0,86.0,247.0
tayloda01,1983,Dave,Taylor,R,LAK,63.0,20.0,49.0,69.0,150.0
tayloma01,1983,Mark,Taylor,C,PHI,1.0,0.0,0.0,0.0,0.0
tayloma01,1983,Mark,Taylor,C,PIT,59.0,24.0,31.0,55.0,107.0
tebbugr01,1983,Greg,Tebbutt,D,PIT,24.0,0.0,2.0,2.0,38.0
terrigr01,1983,Greg,Terrion,L,TOR,79.0,15.0,24.0,39.0,92.0
thebegr01,1983,Greg,Theberge,D,WAS,13.0,1.0,2.0,3.0,19.0
thornto01,1983,Tom,Thornbury,D,PIT,14.0,1.0,8.0,9.0,44.0
tippeda01,1983,Dave,Tippett,L,HAR,17.0,4.0,2.0,6.0,25.0
toneljo01,1983,John,Tonelli,L,NYI,73.0,27.0,40.0,67.0,105.0
tooketi01,1983,Tim,Tookey,C,PIT,8.0,0.0,2.0,2.0,7.0
trembma02,1983,Mario,Tremblay,R,MTL,67.0,14.0,25.0,39.0,133.0
trembvi01,1983,Vincent,Tremblay,G,PIT,4.0,0.0,0.0,0.0,0.0
trimpti01,1983,Tim,Trimper,L,WIN,5.0,0.0,0.0,0.0,1.0
trottbr01,1983,Bryan,Trottier,C,NYI,68.0,40.0,71.0,111.0,194.0
trottro01,1983,Rocky,Trottier,R,NJD,5.0,1.0,1.0,2.0,2.0
tuckejo01,1983,John,Tucker,F,BUF,21.0,12.0,4.0,16.0,40.0
turcoal01,1983,Alfie,Turcotte,C,MTL,30.0,7.0,7.0,14.0,33.0
turgesy01,1983,Sylvain,Turgeon,L,HAR,76.0,40.0,32.0,72.0,237.0
turnbpe01,1983,Perry,Turnbull,L,STL,32.0,14.0,8.0,22.0,84.0
turnbpe01,1983,Perry,Turnbull,L,MTL,40.0,6.0,7.0,13.0,67.0
vaiveri01,1983,Rick,Vaive,R,TOR,76.0,52.0,41.0,93.0,261.0
valench01,1983,Chris,Valentine,C,WAS,22.0,6.0,5.0,11.0,33.0
vanbijo01,1983,John,Vanbiesbrouck,G,NYR,3.0,0.0,0.0,0.0,0.0
vanbojo01,1983,John,Van Boxmeer,D,QUE,18.0,5.0,3.0,8.0,33.0
vautoyv01,1983,Yvon,Vautour,R,NJD,42.0,3.0,4.0,7.0,44.0
veisomi01,1983,Mike,Veisor,G,HAR,4.0,0.0,0.0,0.0,0.0
veisomi01,1983,Mike,Veisor,G,WIN,8.0,0.0,0.0,0.0,0.0
veitcda01,1983,Darren,Veitch,D,WAS,46.0,6.0,18.0,24.0,120.0
velisra01,1983,Randy,Velischek,D,MNS,33.0,2.0,2.0,4.0,15.0
verbepa01,1983,Pat,Verbeek,R,NJD,79.0,20.0,27.0,47.0,167.0
vernomi01,1983,Mike,Vernon,G,CAL,1.0,0.0,0.0,0.0,0.0
verrecl01,1983,Claude,Verret,C,BUF,11.0,2.0,5.0,7.0,14.0
virtaha01,1983,Hannu,Virta,D,BUF,70.0,6.0,30.0,36.0,98.0
volcami01,1983,Mickey,Volcan,D,CAL,19.0,1.0,4.0,5.0,13.0
waltery01,1983,Ryan,Walter,C,MTL,73.0,20.0,29.0,49.0,117.0
wamslri01,1983,Rick,Wamsley,G,MTL,42.0,0.0,3.0,3.0,0.0
watteti01,1983,Tim,Watters,D,WIN,74.0,3.0,20.0,23.0,66.0
weeksst01,1983,Steve,Weeks,G,NYR,26.0,0.0,0.0,0.0,0.0
weirwa01,1983,Wally,Weir,D,QUE,25.0,2.0,3.0,5.0,15.0
wellsja01,1983,Jay,Wells,D,LAK,69.0,3.0,18.0,21.0,96.0
weslebl01,1983,Blake,Wesley,D,QUE,46.0,2.0,8.0,10.0,40.0
wickedo01,1983,Doug,Wickenheiser,C,MTL,27.0,5.0,5.0,10.0,26.0
wickedo01,1983,Doug,Wickenheiser,C,STL,46.0,7.0,21.0,28.0,118.0
wiemeji01,1983,Jim,Wiemer,D,BUF,64.0,5.0,15.0,20.0,91.0
williti01,1983,Tiger,Williams,L,VAN,67.0,15.0,16.0,31.0,119.0
wilsobe02,1983,Behn,Wilson,D,CHI,59.0,10.0,22.0,32.0,141.0
wilsoca01,1983,Carey,Wilson,C,CAL,15.0,2.0,5.0,7.0,11.0
wilsodo01,1983,Doug,Wilson,D,CHI,66.0,13.0,45.0,58.0,199.0
wilsori02,1983,Rik,Wilson,D,STL,48.0,7.0,11.0,18.0,72.0
wilsoro03,1983,Ron,Wilson,C,WIN,51.0,3.0,12.0,15.0,52.0
woodspa01,1983,Paul,Woods,L,DET,57.0,2.0,5.0,7.0,33.0
wreggke01,1983,Ken,Wregget,G,TOR,3.0,0.0,0.0,0.0,0.0
yaremga01,1983,Gary,Yaremchuk,C,TOR,1.0,0.0,0.0,0.0,1.0
yaremke01,1983,Ken,Yaremchuk,R,CHI,47.0,6.0,7.0,13.0,49.0
yatesro01,1983,Ross,Yates,C,HAR,7.0,1.0,1.0,2.0,6.0
youngti01,1983,Tim,Young,C,WIN,44.0,15.0,19.0,34.0,77.0
youngwa01,1983,Warren,Young,C,PIT,15.0,1.0,7.0,8.0,12.0
yzermst01,1983,Steve,Yzerman,C,DET,80.0,39.0,48.0,87.0,177.0
zukemi01,1983,Mike,Zuke,C,HAR,75.0,6.0,23.0,29.0,84.0
actonke01,1984,Keith,Acton,C,MNS,78.0,20.0,38.0,58.0,167.0
adamsgr01,1984,Greg,Adams,L,WAS,51.0,6.0,12.0,18.0,62.0
adamsgr02,1984,Greg,Adams,L,NJD,36.0,12.0,9.0,21.0,63.0
allismi01,1984,Mike,Allison,L,NYR,31.0,9.0,15.0,24.0,46.0
allisra01,1984,Ray,Allison,R,PHI,11.0,1.0,1.0,2.0,16.0
andergl01,1984,Glenn,Anderson,R,EDM,80.0,42.0,39.0,81.0,258.0
anderjo01,1984,John,Anderson,L,TOR,75.0,32.0,31.0,63.0,194.0
anderpe01,1984,Perry,Anderson,L,STL,71.0,9.0,9.0,18.0,86.0
anderpe02,1984,Peter,Andersson,D,WAS,57.0,0.0,10.0,10.0,58.0
anderru01,1984,Russ,Anderson,D,LAK,14.0,1.0,1.0,2.0,11.0
andreda01,1984,Dave,Andreychuk,L,BUF,64.0,31.0,30.0,61.0,153.0
archiji01,1984,Jim,Archibald,R,MNS,4.0,1.0,2.0,3.0,12.0
arniesc01,1984,Scott,Arniel,L,WIN,79.0,22.0,22.0,44.0,142.0
