month,name,L,OL,T,W
1989-12,Los Angeles Kings,4.0,,2.0,7.0
1989-02,Los Angeles Kings,7.0,,0.0,6.0
1989-01,Los Angeles Kings,8.0,,2.0,3.0
1989-03,Los Angeles Kings,8.0,,1.0,6.0
1989-11,Los Angeles Kings,5.0,,2.0,5.0
1989-10,Los Angeles Kings,6.0,,0.0,7.0
1989-04,Minnesota North Stars,1.0,,0.0,0.0
1989-12,Minnesota North Stars,11.0,,2.0,2.0
1989-02,Minnesota North Stars,8.0,,0.0,3.0
1989-01,Minnesota North Stars,7.0,,0.0,6.0
1989-03,Minnesota North Stars,4.0,,1.0,9.0
1989-11,Minnesota North Stars,5.0,,0.0,9.0
1989-10,Minnesota North Stars,4.0,,1.0,7.0
1989-04,Montreal Canadiens,0.0,,1.0,0.0
1989-12,Montreal Canadiens,7.0,,3.0,3.0
1989-02,Montreal Canadiens,3.0,,1.0,9.0
1989-01,Montreal Canadiens,4.0,,1.0,6.0
1989-03,Montreal Canadiens,4.0,,3.0,6.0
1989-11,Montreal Canadiens,4.0,,2.0,8.0
1989-10,Montreal Canadiens,6.0,,0.0,9.0
1989-04,New Jersey Devils,0.0,,1.0,0.0
1989-12,New Jersey Devils,8.0,,1.0,7.0
1989-02,New Jersey Devils,7.0,,3.0,2.0
1989-01,New Jersey Devils,5.0,,1.0,6.0
1989-03,New Jersey Devils,4.0,,0.0,11.0
1989-11,New Jersey Devils,5.0,,2.0,5.0
1989-10,New Jersey Devils,5.0,,1.0,6.0
1989-12,New York Islanders,3.0,,1.0,9.0
1989-02,New York Islanders,5.0,,3.0,4.0
1989-01,New York Islanders,3.0,,1.0,9.0
1989-03,New York Islanders,9.0,,3.0,3.0
1989-11,New York Islanders,12.0,,0.0,3.0
1989-10,New York Islanders,6.0,,3.0,3.0
1989-04,New York Rangers,1.0,,0.0,0.0
1989-12,New York Rangers,9.0,,3.0,2.0
1989-02,New York Rangers,3.0,,1.0,9.0
1989-01,New York Rangers,4.0,,3.0,5.0
1989-03,New York Rangers,5.0,,2.0,7.0
1989-11,New York Rangers,7.0,,1.0,5.0
1989-10,New York Rangers,2.0,,3.0,8.0
1989-04,Philadelphia Flyers,0.0,,1.0,0.0
1989-12,Philadelphia Flyers,7.0,,2.0,6.0
1989-02,Philadelphia Flyers,5.0,,2.0,5.0
1989-01,Philadelphia Flyers,9.0,,2.0,2.0
1989-03,Philadelphia Flyers,8.0,,1.0,5.0
1989-11,Philadelphia Flyers,3.0,,2.0,9.0
1989-10,Philadelphia Flyers,7.0,,1.0,3.0
1989-12,Pittsburgh Penguins,5.0,,1.0,7.0
1989-02,Pittsburgh Penguins,5.0,,1.0,8.0
1989-01,Pittsburgh Penguins,6.0,,1.0,6.0
1989-03,Pittsburgh Penguins,10.0,,3.0,2.0
1989-11,Pittsburgh Penguins,7.0,,0.0,6.0
1989-10,Pittsburgh Penguins,7.0,,2.0,3.0
1989-04,Quebec Nordiques,1.0,,0.0,0.0
1989-12,Quebec Nordiques,6.0,,4.0,1.0
1989-02,Quebec Nordiques,11.0,,0.0,2.0
1989-01,Quebec Nordiques,11.0,,0.0,2.0
1989-03,Quebec Nordiques,13.0,,1.0,1.0
1989-11,Quebec Nordiques,11.0,,1.0,3.0
1989-10,Quebec Nordiques,8.0,,1.0,3.0
1989-12,St. Louis Blues,8.0,,2.0,5.0
1989-02,St. Louis Blues,4.0,,0.0,9.0
1989-01,St. Louis Blues,4.0,,2.0,7.0
1989-03,St. Louis Blues,9.0,,1.0,5.0
1989-11,St. Louis Blues,4.0,,3.0,6.0
1989-10,St. Louis Blues,5.0,,1.0,5.0
1989-12,Toronto Maple Leafs,7.0,,1.0,7.0
1989-02,Toronto Maple Leafs,6.0,,1.0,6.0
1989-01,Toronto Maple Leafs,2.0,,1.0,8.0
1989-03,Toronto Maple Leafs,9.0,,1.0,5.0
1989-11,Toronto Maple Leafs,7.0,,0.0,6.0
1989-10,Toronto Maple Leafs,7.0,,0.0,6.0
1989-12,Vancouver Canucks,7.0,,4.0,3.0
1989-02,Vancouver Canucks,6.0,,2.0,6.0
1989-01,Vancouver Canucks,11.0,,1.0,2.0
1989-03,Vancouver Canucks,5.0,,3.0,5.0
1989-11,Vancouver Canucks,7.0,,3.0,2.0
1989-10,Vancouver Canucks,5.0,,1.0,7.0
1989-04,Washington Capitals,0.0,,0.0,1.0
1989-12,Washington Capitals,5.0,,0.0,9.0
1989-02,Washington Capitals,7.0,,0.0,5.0
1989-01,Washington Capitals,10.0,,0.0,5.0
1989-03,Washington Capitals,5.0,,2.0,7.0
1989-11,Washington Capitals,4.0,,1.0,6.0
1989-10,Washington Capitals,7.0,,3.0,3.0
1989-04,Winnipeg Jets,1.0,,0.0,0.0
1989-12,Winnipeg Jets,3.0,,4.0,5.0
1989-02,Winnipeg Jets,5.0,,1.0,7.0
1989-01,Winnipeg Jets,7.0,,2.0,6.0
1989-03,Winnipeg Jets,4.0,,3.0,7.0
1989-11,Winnipeg Jets,6.0,,1.0,7.0
1989-10,Winnipeg Jets,6.0,,0.0,5.0
1990-12,Boston Bruins,5.0,,4.0,6.0
1990-02,Boston Bruins,4.0,,0.0,7.0
1990-01,Boston Bruins,4.0,,0.0,10.0
1990-03,Boston Bruins,4.0,,4.0,7.0
1990-11,Boston Bruins,3.0,,2.0,8.0
1990-10,Boston Bruins,4.0,,2.0,6.0
1990-12,Buffalo Sabres,7.0,,3.0,5.0
1990-02,Buffalo Sabres,4.0,,6.0,3.0
1990-01,Buffalo Sabres,5.0,,1.0,7.0
1990-03,Buffalo Sabres,5.0,,3.0,7.0
1990-11,Buffalo Sabres,4.0,,2.0,6.0
1990-10,Buffalo Sabres,5.0,,4.0,3.0
1990-12,Calgary Flames,5.0,,1.0,8.0
1990-02,Calgary Flames,2.0,,2.0,8.0
1990-01,Calgary Flames,6.0,,1.0,5.0
1990-03,Calgary Flames,4.0,,1.0,11.0
1990-11,Calgary Flames,5.0,,3.0,5.0
1990-10,Calgary Flames,4.0,,0.0,9.0
1990-12,Chicago Blackhawks,5.0,,1.0,10.0
1990-02,Chicago Blackhawks,6.0,,2.0,5.0
1990-01,Chicago Blackhawks,2.0,,1.0,7.0
1990-03,Chicago Blackhawks,2.0,,2.0,10.0
1990-11,Chicago Blackhawks,3.0,,2.0,9.0
1990-10,Chicago Blackhawks,5.0,,0.0,8.0
1990-12,Detroit Red Wings,7.0,,1.0,7.0
1990-02,Detroit Red Wings,5.0,,3.0,6.0
1990-01,Detroit Red Wings,9.0,,1.0,3.0
1990-03,Detroit Red Wings,7.0,,0.0,6.0
1990-11,Detroit Red Wings,6.0,,0.0,6.0
1990-10,Detroit Red Wings,4.0,,3.0,6.0
1990-12,Edmonton Oilers,3.0,,0.0,11.0
1990-02,Edmonton Oilers,8.0,,1.0,5.0
1990-01,Edmonton Oilers,5.0,,1.0,7.0
1990-03,Edmonton Oilers,7.0,,2.0,7.0
1990-11,Edmonton Oilers,7.0,,0.0,5.0
1990-10,Edmonton Oilers,7.0,,2.0,2.0
1990-12,Hartford Whalers,9.0,,0.0,6.0
1990-02,Hartford Whalers,5.0,,2.0,6.0
1990-01,Hartford Whalers,5.0,,1.0,6.0
1990-03,Hartford Whalers,8.0,,4.0,3.0
1990-11,Hartford Whalers,4.0,,2.0,6.0
1990-10,Hartford Whalers,7.0,,2.0,4.0
1990-12,Los Angeles Kings,7.0,,2.0,3.0
1990-02,Los Angeles Kings,2.0,,2.0,10.0
1990-01,Los Angeles Kings,5.0,,0.0,9.0
1990-03,Los Angeles Kings,4.0,,3.0,8.0
1990-11,Los Angeles Kings,3.0,,2.0,7.0
1990-10,Los Angeles Kings,3.0,,1.0,9.0
1990-12,Minnesota North Stars,8.0,,1.0,5.0
1990-02,Minnesota North Stars,2.0,,3.0,5.0
1990-01,Minnesota North Stars,7.0,,2.0,5.0
1990-03,Minnesota North Stars,7.0,,2.0,6.0
1990-11,Minnesota North Stars,7.0,,3.0,4.0
1990-10,Minnesota North Stars,8.0,,3.0,2.0
1990-12,Montreal Canadiens,6.0,,2.0,6.0
1990-02,Montreal Canadiens,5.0,,3.0,3.0
1990-01,Montreal Canadiens,3.0,,0.0,10.0
1990-03,Montreal Canadiens,5.0,,3.0,7.0
1990-11,Montreal Canadiens,5.0,,2.0,6.0
1990-10,Montreal Canadiens,6.0,,1.0,7.0
1990-12,New Jersey Devils,3.0,,6.0,6.0
1990-02,New Jersey Devils,6.0,,1.0,5.0
1990-01,New Jersey Devils,8.0,,1.0,3.0
1990-03,New Jersey Devils,6.0,,4.0,5.0
1990-11,New Jersey Devils,6.0,,2.0,5.0
1990-10,New Jersey Devils,4.0,,1.0,8.0
1990-12,New York Islanders,5.0,,3.0,5.0
1990-02,New York Islanders,8.0,,3.0,3.0
1990-01,New York Islanders,9.0,,1.0,4.0
1990-03,New York Islanders,9.0,,1.0,4.0
1990-11,New York Islanders,5.0,,2.0,6.0
1990-10,New York Islanders,9.0,,0.0,3.0
1990-12,New York Rangers,5.0,,2.0,5.0
1990-02,New York Rangers,4.0,,3.0,5.0
1990-01,New York Rangers,5.0,,2.0,6.0
1990-03,New York Rangers,9.0,,1.0,4.0
1990-11,New York Rangers,5.0,,5.0,5.0
1990-10,New York Rangers,3.0,,0.0,11.0
1990-12,Philadelphia Flyers,8.0,,3.0,4.0
1990-02,Philadelphia Flyers,5.0,,2.0,4.0
1990-01,Philadelphia Flyers,4.0,,1.0,6.0
1990-03,Philadelphia Flyers,10.0,,2.0,2.0
1990-11,Philadelphia Flyers,4.0,,2.0,11.0
1990-10,Philadelphia Flyers,6.0,,0.0,6.0
1990-12,Pittsburgh Penguins,6.0,,1.0,10.0
1990-02,Pittsburgh Penguins,7.0,,1.0,4.0
1990-01,Pittsburgh Penguins,4.0,,0.0,7.0
1990-03,Pittsburgh Penguins,4.0,,2.0,9.0
1990-11,Pittsburgh Penguins,6.0,,1.0,5.0
1990-10,Pittsburgh Penguins,6.0,,1.0,6.0
1990-12,Quebec Nordiques,7.0,,2.0,5.0
1990-02,Quebec Nordiques,9.0,,2.0,1.0
1990-01,Quebec Nordiques,8.0,,2.0,2.0
1990-03,Quebec Nordiques,8.0,,3.0,4.0
1990-11,Quebec Nordiques,11.0,,2.0,1.0
1990-10,Quebec Nordiques,7.0,,3.0,3.0
1990-12,St. Louis Blues,5.0,,3.0,6.0
1990-02,St. Louis Blues,3.0,,1.0,9.0
1990-01,St. Louis Blues,3.0,,1.0,9.0
1990-03,St. Louis Blues,4.0,,3.0,8.0
1990-11,St. Louis Blues,4.0,,2.0,7.0
1990-10,St. Louis Blues,3.0,,1.0,8.0
1990-12,Toronto Maple Leafs,4.0,,1.0,7.0
1990-02,Toronto Maple Leafs,7.0,,2.0,5.0
1990-01,Toronto Maple Leafs,7.0,,3.0,1.0
1990-03,Toronto Maple Leafs,6.0,,4.0,5.0
1990-11,Toronto Maple Leafs,12.0,,0.0,3.0
1990-10,Toronto Maple Leafs,10.0,,1.0,2.0
1990-12,Vancouver Canucks,9.0,,1.0,5.0
1990-02,Vancouver Canucks,6.0,,2.0,5.0
1990-01,Vancouver Canucks,9.0,,2.0,2.0
1990-03,Vancouver Canucks,7.0,,2.0,4.0
1990-11,Vancouver Canucks,6.0,,2.0,6.0
1990-10,Vancouver Canucks,6.0,,0.0,6.0
1990-12,Washington Capitals,8.0,,1.0,4.0
1990-02,Washington Capitals,5.0,,2.0,4.0
1990-01,Washington Capitals,5.0,,2.0,6.0
1990-03,Washington Capitals,4.0,,2.0,9.0
1990-11,Washington Capitals,7.0,,0.0,7.0
1990-10,Washington Capitals,7.0,,0.0,7.0
1990-12,Winnipeg Jets,6.0,,4.0,4.0
1990-02,Winnipeg Jets,5.0,,3.0,5.0
1990-01,Winnipeg Jets,7.0,,1.0,5.0
1990-03,Winnipeg Jets,9.0,,0.0,3.0
1990-11,Winnipeg Jets,9.0,,2.0,4.0
1990-10,Winnipeg Jets,7.0,,1.0,5.0
1991-04,Boston Bruins,0.0,,2.0,1.0
1991-12,Boston Bruins,6.0,,1.0,7.0
1991-02,Boston Bruins,6.0,,3.0,3.0
1991-01,Boston Bruins,3.0,,1.0,9.0
1991-03,Boston Bruins,7.0,,1.0,6.0
1991-11,Boston Bruins,4.0,,2.0,7.0
1991-10,Boston Bruins,6.0,,2.0,3.0
1991-04,Buffalo Sabres,2.0,,0.0,1.0
1991-12,Buffalo Sabres,7.0,,3.0,3.0
1991-02,Buffalo Sabres,7.0,,1.0,4.0
1991-01,Buffalo Sabres,3.0,,3.0,8.0
1991-03,Buffalo Sabres,6.0,,2.0,6.0
1991-11,Buffalo Sabres,6.0,,2.0,5.0
1991-10,Buffalo Sabres,6.0,,1.0,4.0
1991-04,Calgary Flames,1.0,,1.0,1.0
1991-12,Calgary Flames,7.0,,1.0,5.0
1991-02,Calgary Flames,7.0,,2.0,4.0
1991-01,Calgary Flames,5.0,,2.0,5.0
1991-03,Calgary Flames,7.0,,2.0,5.0
1991-11,Calgary Flames,5.0,,3.0,5.0
1991-10,Calgary Flames,5.0,,1.0,6.0
1991-04,Chicago Blackhawks,2.0,,0.0,0.0
1991-12,Chicago Blackhawks,5.0,,4.0,5.0
1991-02,Chicago Blackhawks,5.0,,3.0,3.0
1991-01,Chicago Blackhawks,3.0,,1.0,9.0
1991-03,Chicago Blackhawks,3.0,,2.0,9.0
1991-11,Chicago Blackhawks,6.0,,2.0,4.0
1991-10,Chicago Blackhawks,5.0,,3.0,6.0
1991-04,Detroit Red Wings,0.0,,0.0,2.0
1991-12,Detroit Red Wings,2.0,,1.0,9.0
1991-02,Detroit Red Wings,4.0,,2.0,8.0
1991-01,Detroit Red Wings,4.0,,3.0,5.0
1991-03,Detroit Red Wings,6.0,,3.0,5.0
1991-11,Detroit Red Wings,3.0,,2.0,9.0
1991-10,Detroit Red Wings,6.0,,1.0,5.0
1991-04,Edmonton Oilers,1.0,,0.0,1.0
1991-12,Edmonton Oilers,5.0,,2.0,7.0
1991-02,Edmonton Oilers,3.0,,0.0,9.0
1991-01,Edmonton Oilers,8.0,,1.0,5.0
1991-03,Edmonton Oilers,4.0,,3.0,6.0
1991-11,Edmonton Oilers,7.0,,2.0,3.0
1991-10,Edmonton Oilers,6.0,,2.0,5.0
1991-04,Hartford Whalers,1.0,,0.0,2.0
1991-12,Hartford Whalers,8.0,,1.0,3.0
1991-02,Hartford Whalers,6.0,,4.0,4.0
1991-01,Hartford Whalers,7.0,,3.0,1.0
1991-03,Hartford Whalers,9.0,,2.0,5.0
1991-11,Hartford Whalers,7.0,,1.0,6.0
1991-10,Hartford Whalers,3.0,,2.0,5.0
1991-04,Los Angeles Kings,1.0,,0.0,1.0
1991-12,Los Angeles Kings,7.0,,1.0,3.0
1991-02,Los Angeles Kings,4.0,,2.0,9.0
1991-01,Los Angeles Kings,4.0,,4.0,5.0
1991-03,Los Angeles Kings,6.0,,1.0,6.0
1991-11,Los Angeles Kings,6.0,,3.0,4.0
1991-10,Los Angeles Kings,3.0,,3.0,7.0
1991-04,Minnesota North Stars,2.0,,1.0,0.0
1991-12,Minnesota North Stars,4.0,,1.0,7.0
1991-02,Minnesota North Stars,9.0,,1.0,5.0
1991-01,Minnesota North Stars,7.0,,1.0,5.0
1991-03,Minnesota North Stars,8.0,,0.0,6.0
1991-11,Minnesota North Stars,6.0,,2.0,4.0
1991-10,Minnesota North Stars,6.0,,0.0,5.0
1991-04,Montreal Canadiens,1.0,,1.0,0.0
1991-12,Montreal Canadiens,4.0,,0.0,9.0
1991-02,Montreal Canadiens,4.0,,4.0,6.0
1991-01,Montreal Canadiens,4.0,,2.0,5.0
1991-03,Montreal Canadiens,5.0,,2.0,4.0
1991-11,Montreal Canadiens,7.0,,1.0,8.0
1991-10,Montreal Canadiens,3.0,,1.0,9.0
1991-04,New Jersey Devils,2.0,,0.0,1.0
1991-12,New Jersey Devils,4.0,,5.0,4.0
1991-02,New Jersey Devils,5.0,,2.0,8.0
1991-01,New Jersey Devils,2.0,,1.0,7.0
1991-03,New Jersey Devils,8.0,,2.0,4.0
1991-11,New Jersey Devils,5.0,,1.0,6.0
1991-10,New Jersey Devils,5.0,,0.0,8.0
1991-04,New York Islanders,0.0,,1.0,2.0
1991-12,New York Islanders,6.0,,3.0,3.0
1991-02,New York Islanders,5.0,,1.0,9.0
1991-01,New York Islanders,6.0,,0.0,6.0
1991-03,New York Islanders,6.0,,3.0,5.0
1991-11,New York Islanders,6.0,,1.0,6.0
1991-10,New York Islanders,6.0,,2.0,3.0
1991-04,New York Rangers,1.0,,0.0,1.0
1991-12,New York Rangers,4.0,,0.0,10.0
1991-02,New York Rangers,3.0,,2.0,7.0
1991-01,New York Rangers,3.0,,1.0,8.0
1991-03,New York Rangers,4.0,,1.0,9.0
1991-11,New York Rangers,5.0,,1.0,6.0
1991-10,New York Rangers,5.0,,0.0,9.0
1991-04,Philadelphia Flyers,2.0,,0.0,1.0
1991-12,Philadelphia Flyers,4.0,,5.0,4.0
1991-02,Philadelphia Flyers,5.0,,2.0,7.0
1991-01,Philadelphia Flyers,7.0,,2.0,4.0
1991-03,Philadelphia Flyers,6.0,,0.0,8.0
1991-11,Philadelphia Flyers,8.0,,1.0,4.0
1991-10,Philadelphia Flyers,5.0,,1.0,4.0
1991-04,Pittsburgh Penguins,2.0,,0.0,1.0
1991-12,Pittsburgh Penguins,5.0,,0.0,9.0
1991-02,Pittsburgh Penguins,7.0,,3.0,3.0
1991-01,Pittsburgh Penguins,7.0,,1.0,3.0
1991-03,Pittsburgh Penguins,3.0,,1.0,10.0
1991-11,Pittsburgh Penguins,3.0,,2.0,8.0
1991-10,Pittsburgh Penguins,5.0,,2.0,5.0
1991-04,Quebec Nordiques,0.0,,1.0,2.0
1991-12,Quebec Nordiques,5.0,,3.0,5.0
1991-02,Quebec Nordiques,9.0,,3.0,1.0
1991-01,Quebec Nordiques,10.0,,1.0,1.0
1991-03,Quebec Nordiques,7.0,,2.0,5.0
1991-11,Quebec Nordiques,8.0,,1.0,4.0
1991-10,Quebec Nordiques,9.0,,1.0,2.0
1991-04,San Jose Sharks,3.0,,0.0,0.0
1991-12,San Jose Sharks,8.0,,1.0,3.0
1991-02,San Jose Sharks,8.0,,1.0,3.0
1991-01,San Jose Sharks,8.0,,1.0,3.0
1991-03,San Jose Sharks,11.0,,0.0,3.0
1991-11,San Jose Sharks,7.0,,2.0,4.0
1991-10,San Jose Sharks,13.0,,0.0,1.0
1991-04,St. Louis Blues,0.0,,1.0,2.0
1991-12,St. Louis Blues,5.0,,2.0,6.0
1991-02,St. Louis Blues,6.0,,0.0,8.0
1991-01,St. Louis Blues,6.0,,2.0,5.0
1991-03,St. Louis Blues,7.0,,1.0,4.0
1991-11,St. Louis Blues,6.0,,1.0,6.0
1991-10,St. Louis Blues,3.0,,4.0,5.0
1991-04,Toronto Maple Leafs,2.0,,0.0,1.0
1991-12,Toronto Maple Leafs,9.0,,1.0,3.0
1991-02,Toronto Maple Leafs,6.0,,1.0,7.0
1991-01,Toronto Maple Leafs,5.0,,0.0,5.0
1991-03,Toronto Maple Leafs,5.0,,1.0,7.0
1991-11,Toronto Maple Leafs,8.0,,3.0,4.0
1991-10,Toronto Maple Leafs,8.0,,1.0,3.0
1991-04,Vancouver Canucks,1.0,,1.0,1.0
1991-12,Vancouver Canucks,4.0,,3.0,6.0
1991-02,Vancouver Canucks,6.0,,2.0,5.0
1991-01,Vancouver Canucks,3.0,,1.0,7.0
1991-03,Vancouver Canucks,5.0,,2.0,7.0
1991-11,Vancouver Canucks,4.0,,2.0,7.0
1991-10,Vancouver Canucks,3.0,,1.0,9.0
1991-04,Washington Capitals,1.0,,1.0,1.0
1991-12,Washington Capitals,5.0,,1.0,7.0
1991-02,Washington Capitals,4.0,,2.0,8.0
1991-01,Washington Capitals,4.0,,3.0,4.0
1991-03,Washington Capitals,5.0,,1.0,7.0
1991-11,Washington Capitals,5.0,,0.0,9.0
1991-10,Washington Capitals,3.0,,0.0,9.0
1991-04,Winnipeg Jets,0.0,,0.0,3.0
1991-12,Winnipeg Jets,8.0,,3.0,4.0
1991-02,Winnipeg Jets,6.0,,1.0,4.0
1991-01,Winnipeg Jets,6.0,,2.0,5.0
1991-03,Winnipeg Jets,4.0,,4.0,5.0
1991-11,Winnipeg Jets,3.0,,3.0,6.0
1991-10,Winnipeg Jets,5.0,,2.0,6.0
1992-04,Boston Bruins,0.0,,0.0,7.0
1992-12,Boston Bruins,7.0,,0.0,7.0
1992-02,Boston Bruins,3.0,,3.0,4.0
1992-01,Boston Bruins,5.0,,2.0,8.0
1992-03,Boston Bruins,4.0,,0.0,11.0
1992-11,Boston Bruins,5.0,,1.0,7.0
1992-10,Boston Bruins,2.0,,1.0,7.0
1992-04,Buffalo Sabres,7.0,,0.0,0.0
1992-12,Buffalo Sabres,4.0,,2.0,6.0
1992-02,Buffalo Sabres,4.0,,1.0,5.0
1992-01,Buffalo Sabres,5.0,,0.0,10.0
1992-03,Buffalo Sabres,5.0,,3.0,7.0
1992-11,Buffalo Sabres,8.0,,2.0,4.0
1992-10,Buffalo Sabres,3.0,,2.0,6.0
1992-04,Calgary Flames,1.0,,1.0,6.0
1992-12,Calgary Flames,1.0,,2.0,10.0
1992-02,Calgary Flames,2.0,,4.0,6.0
1992-01,Calgary Flames,9.0,,2.0,3.0
1992-03,Calgary Flames,8.0,,0.0,4.0
1992-11,Calgary Flames,5.0,,2.0,6.0
1992-10,Calgary Flames,4.0,,0.0,8.0
1992-04,Chicago Blackhawks,1.0,,2.0,5.0
1992-12,Chicago Blackhawks,4.0,,1.0,10.0
1992-02,Chicago Blackhawks,4.0,,0.0,5.0
1992-01,Chicago Blackhawks,3.0,,4.0,9.0
1992-03,Chicago Blackhawks,3.0,,2.0,6.0
1992-11,Chicago Blackhawks,5.0,,1.0,8.0
1992-10,Chicago Blackhawks,5.0,,2.0,4.0
1992-04,Detroit Red Wings,0.0,,0.0,5.0
1992-12,Detroit Red Wings,6.0,,2.0,7.0
1992-02,Detroit Red Wings,4.0,,3.0,5.0
1992-01,Detroit Red Wings,3.0,,3.0,7.0
1992-03,Detroit Red Wings,4.0,,0.0,9.0
1992-11,Detroit Red Wings,6.0,,1.0,7.0
1992-10,Detroit Red Wings,5.0,,0.0,7.0
1992-04,Edmonton Oilers,6.0,,0.0,0.0
1992-12,Edmonton Oilers,9.0,,1.0,5.0
1992-02,Edmonton Oilers,7.0,,0.0,5.0
1992-01,Edmonton Oilers,6.0,,3.0,5.0
1992-03,Edmonton Oilers,10.0,,0.0,3.0
1992-11,Edmonton Oilers,4.0,,3.0,5.0
1992-10,Edmonton Oilers,8.0,,1.0,3.0
1992-04,Hartford Whalers,4.0,,1.0,4.0
1992-12,Hartford Whalers,7.0,,2.0,5.0
1992-02,Hartford Whalers,7.0,,0.0,3.0
1992-01,Hartford Whalers,11.0,,1.0,3.0
1992-03,Hartford Whalers,7.0,,1.0,5.0
1992-11,Hartford Whalers,8.0,,1.0,3.0
1992-10,Hartford Whalers,8.0,,0.0,3.0
1992-04,Los Angeles Kings,3.0,,1.0,3.0
1992-12,Los Angeles Kings,7.0,,2.0,4.0
1992-02,Los Angeles Kings,8.0,,1.0,3.0
1992-01,Los Angeles Kings,7.0,,2.0,4.0
1992-03,Los Angeles Kings,3.0,,2.0,9.0
1992-11,Los Angeles Kings,3.0,,1.0,9.0
1992-10,Los Angeles Kings,4.0,,1.0,7.0
1992-04,Minnesota North Stars,4.0,,0.0,3.0
1992-12,Minnesota North Stars,4.0,,2.0,6.0
1992-02,Minnesota North Stars,7.0,,1.0,4.0
1992-01,Minnesota North Stars,5.0,,3.0,7.0
1992-03,Minnesota North Stars,9.0,,1.0,3.0
1992-11,Minnesota North Stars,4.0,,2.0,7.0
1992-10,Minnesota North Stars,5.0,,1.0,6.0
1992-04,Montreal Canadiens,4.0,,0.0,2.0
1992-12,Montreal Canadiens,8.0,,1.0,5.0
1992-02,Montreal Canadiens,1.0,,1.0,8.0
1992-01,Montreal Canadiens,4.0,,1.0,10.0
1992-03,Montreal Canadiens,7.0,,0.0,6.0
1992-11,Montreal Canadiens,3.0,,1.0,10.0
1992-10,Montreal Canadiens,3.0,,2.0,7.0
1992-04,New Jersey Devils,4.0,,1.0,2.0
1992-12,New Jersey Devils,6.0,,1.0,6.0
1992-02,New Jersey Devils,4.0,,1.0,7.0
1992-01,New Jersey Devils,6.0,,3.0,6.0
1992-03,New Jersey Devils,7.0,,1.0,7.0
1992-11,New Jersey Devils,5.0,,0.0,5.0
1992-10,New Jersey Devils,5.0,,0.0,7.0
1992-04,New York Islanders,4.0,,1.0,4.0
1992-12,New York Islanders,7.0,,1.0,7.0
1992-02,New York Islanders,5.0,,1.0,6.0
1992-01,New York Islanders,5.0,,1.0,7.0
1992-03,New York Islanders,5.0,,0.0,7.0
1992-11,New York Islanders,6.0,,2.0,3.0
1992-10,New York Islanders,5.0,,1.0,6.0
1992-04,New York Rangers,8.0,,0.0,1.0
1992-12,New York Rangers,6.0,,1.0,8.0
1992-02,New York Rangers,4.0,,3.0,5.0
1992-01,New York Rangers,5.0,,3.0,4.0
1992-03,New York Rangers,6.0,,1.0,5.0
1992-11,New York Rangers,6.0,,2.0,4.0
1992-10,New York Rangers,4.0,,1.0,7.0
1992-04,Ottawa Senators,7.0,,0.0,1.0
1992-12,Ottawa Senators,12.0,,2.0,1.0
1992-02,Ottawa Senators,7.0,,1.0,4.0
1992-01,Ottawa Senators,12.0,,0.0,2.0
1992-03,Ottawa Senators,10.0,,0.0,0.0
1992-11,Ottawa Senators,13.0,,0.0,1.0
1992-10,Ottawa Senators,9.0,,1.0,1.0
1992-04,Philadelphia Flyers,1.0,,0.0,8.0
1992-12,Philadelphia Flyers,8.0,,1.0,4.0
1992-02,Philadelphia Flyers,4.0,,4.0,4.0
1992-01,Philadelphia Flyers,8.0,,2.0,5.0
1992-03,Philadelphia Flyers,6.0,,0.0,6.0
1992-11,Philadelphia Flyers,3.0,,1.0,6.0
1992-10,Philadelphia Flyers,7.0,,3.0,3.0
1992-04,Pittsburgh Penguins,0.0,,1.0,6.0
1992-12,Pittsburgh Penguins,3.0,,1.0,9.0
1992-02,Pittsburgh Penguins,5.0,,1.0,5.0
1992-01,Pittsburgh Penguins,5.0,,1.0,8.0
1992-03,Pittsburgh Penguins,2.0,,0.0,11.0
1992-11,Pittsburgh Penguins,5.0,,1.0,9.0
1992-10,Pittsburgh Penguins,1.0,,2.0,8.0
1992-04,Quebec Nordiques,3.0,,0.0,4.0
1992-12,Quebec Nordiques,4.0,,1.0,9.0
1992-02,Quebec Nordiques,4.0,,1.0,7.0
1992-01,Quebec Nordiques,4.0,,2.0,6.0
1992-03,Quebec Nordiques,4.0,,1.0,8.0
1992-11,Quebec Nordiques,5.0,,4.0,6.0
1992-10,Quebec Nordiques,3.0,,1.0,7.0
1992-04,San Jose Sharks,6.0,,0.0,1.0
1992-12,San Jose Sharks,13.0,,0.0,1.0
1992-02,San Jose Sharks,11.0,,0.0,2.0
1992-01,San Jose Sharks,13.0,,1.0,0.0
1992-03,San Jose Sharks,10.0,,0.0,2.0
1992-11,San Jose Sharks,9.0,,1.0,3.0
1992-10,San Jose Sharks,9.0,,0.0,2.0
1992-04,St. Louis Blues,3.0,,2.0,2.0
1992-12,St. Louis Blues,7.0,,1.0,5.0
1992-02,St. Louis Blues,6.0,,1.0,7.0
1992-01,St. Louis Blues,4.0,,2.0,9.0
1992-03,St. Louis Blues,4.0,,1.0,6.0
1992-11,St. Louis Blues,6.0,,3.0,3.0
1992-10,St. Louis Blues,6.0,,1.0,5.0
1992-04,Tampa Bay Lightning,5.0,,2.0,1.0
1992-12,Tampa Bay Lightning,8.0,,0.0,4.0
