,year,tmID,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL,name
195,1989,HAR,,,,,6.0,6.0,1.0,,6.0,8.0,0.0,,7.0,4.0,1.0,,4.0,4.0,4.0,,6.0,6.0,1.0,,9.0,5.0,1.0,,0.0,0.0,1.0,,Hartford Whalers
196,1989,LAK,,,,,7.0,6.0,0.0,,5.0,5.0,2.0,,7.0,4.0,2.0,,3.0,8.0,2.0,,6.0,7.0,0.0,,6.0,8.0,1.0,,0.0,1.0,0.0,,Los Angeles Kings
197,1989,MNS,,,,,7.0,4.0,1.0,,9.0,5.0,0.0,,2.0,11.0,2.0,,6.0,7.0,0.0,,3.0,8.0,0.0,,9.0,4.0,1.0,,0.0,1.0,0.0,,Minnesota North Stars
198,1989,MTL,,,,,9.0,6.0,0.0,,8.0,4.0,2.0,,3.0,7.0,3.0,,6.0,4.0,1.0,,9.0,3.0,1.0,,6.0,4.0,3.0,,0.0,0.0,1.0,,Montreal Canadiens
199,1989,NJD,,,,,6.0,5.0,1.0,,5.0,5.0,2.0,,7.0,8.0,1.0,,6.0,5.0,1.0,,2.0,7.0,3.0,,11.0,4.0,0.0,,0.0,0.0,1.0,,New Jersey Devils
200,1989,NYI,,,,,3.0,6.0,3.0,,3.0,12.0,0.0,,9.0,3.0,1.0,,9.0,3.0,1.0,,4.0,5.0,3.0,,3.0,9.0,3.0,,,,,,New York Islanders
201,1989,NYR,,,,,8.0,2.0,3.0,,5.0,7.0,1.0,,2.0,9.0,3.0,,5.0,4.0,3.0,,9.0,3.0,1.0,,7.0,5.0,2.0,,0.0,1.0,0.0,,New York Rangers
202,1989,PHI,,,,,3.0,7.0,1.0,,9.0,3.0,2.0,,6.0,7.0,2.0,,2.0,9.0,2.0,,5.0,5.0,2.0,,5.0,8.0,1.0,,0.0,0.0,1.0,,Philadelphia Flyers
203,1989,PIT,,,,,3.0,7.0,2.0,,6.0,7.0,0.0,,7.0,5.0,1.0,,6.0,6.0,1.0,,8.0,5.0,1.0,,2.0,10.0,3.0,,,,,,Pittsburgh Penguins
204,1989,QUE,,,,,3.0,8.0,1.0,,3.0,11.0,1.0,,1.0,6.0,4.0,,2.0,11.0,0.0,,2.0,11.0,0.0,,1.0,13.0,1.0,,0.0,1.0,0.0,,Quebec Nordiques
205,1989,STL,,,,,5.0,5.0,1.0,,6.0,4.0,3.0,,5.0,8.0,2.0,,7.0,4.0,2.0,,9.0,4.0,0.0,,5.0,9.0,1.0,,,,,,St. Louis Blues
206,1989,TOR,,,,,6.0,7.0,0.0,,6.0,7.0,0.0,,7.0,7.0,1.0,,8.0,2.0,1.0,,6.0,6.0,1.0,,5.0,9.0,1.0,,,,,,Toronto Maple Leafs
207,1989,VAN,,,,,7.0,5.0,1.0,,2.0,7.0,3.0,,3.0,7.0,4.0,,2.0,11.0,1.0,,6.0,6.0,2.0,,5.0,5.0,3.0,,,,,,Vancouver Canucks
208,1989,WAS,,,,,3.0,7.0,3.0,,6.0,4.0,1.0,,9.0,5.0,0.0,,5.0,10.0,0.0,,5.0,7.0,0.0,,7.0,5.0,2.0,,1.0,0.0,0.0,,Washington Capitals
209,1989,WIN,,,,,5.0,6.0,0.0,,7.0,6.0,1.0,,5.0,3.0,4.0,,6.0,7.0,2.0,,7.0,5.0,1.0,,7.0,4.0,3.0,,0.0,1.0,0.0,,Winnipeg Jets
210,1990,BOS,,,,,6.0,4.0,2.0,,8.0,3.0,2.0,,6.0,5.0,4.0,,10.0,4.0,0.0,,7.0,4.0,0.0,,7.0,4.0,4.0,,,,,,Boston Bruins
211,1990,BUF,,,,,3.0,5.0,4.0,,6.0,4.0,2.0,,5.0,7.0,3.0,,7.0,5.0,1.0,,3.0,4.0,6.0,,7.0,5.0,3.0,,,,,,Buffalo Sabres
212,1990,CAL,,,,,9.0,4.0,0.0,,5.0,5.0,3.0,,8.0,5.0,1.0,,5.0,6.0,1.0,,8.0,2.0,2.0,,11.0,4.0,1.0,,,,,,Calgary Flames
213,1990,CHI,,,,,8.0,5.0,0.0,,9.0,3.0,2.0,,10.0,5.0,1.0,,7.0,2.0,1.0,,5.0,6.0,2.0,,10.0,2.0,2.0,,,,,,Chicago Blackhawks
214,1990,DET,,,,,6.0,4.0,3.0,,6.0,6.0,0.0,,7.0,7.0,1.0,,3.0,9.0,1.0,,6.0,5.0,3.0,,6.0,7.0,0.0,,,,,,Detroit Red Wings
215,1990,EDM,,,,,2.0,7.0,2.0,,5.0,7.0,0.0,,11.0,3.0,0.0,,7.0,5.0,1.0,,5.0,8.0,1.0,,7.0,7.0,2.0,,,,,,Edmonton Oilers
216,1990,HAR,,,,,4.0,7.0,2.0,,6.0,4.0,2.0,,6.0,9.0,0.0,,6.0,5.0,1.0,,6.0,5.0,2.0,,3.0,8.0,4.0,,,,,,Hartford Whalers
217,1990,LAK,,,,,9.0,3.0,1.0,,7.0,3.0,2.0,,3.0,7.0,2.0,,9.0,5.0,0.0,,10.0,2.0,2.0,,8.0,4.0,3.0,,,,,,Los Angeles Kings
218,1990,MNS,,,,,2.0,8.0,3.0,,4.0,7.0,3.0,,5.0,8.0,1.0,,5.0,7.0,2.0,,5.0,2.0,3.0,,6.0,7.0,2.0,,,,,,Minnesota North Stars
219,1990,MTL,,,,,7.0,6.0,1.0,,6.0,5.0,2.0,,6.0,6.0,2.0,,10.0,3.0,0.0,,3.0,5.0,3.0,,7.0,5.0,3.0,,,,,,Montreal Canadiens
220,1990,NJD,,,,,8.0,4.0,1.0,,5.0,6.0,2.0,,6.0,3.0,6.0,,3.0,8.0,1.0,,5.0,6.0,1.0,,5.0,6.0,4.0,,,,,,New Jersey Devils
221,1990,NYI,,,,,3.0,9.0,0.0,,6.0,5.0,2.0,,5.0,5.0,3.0,,4.0,9.0,1.0,,3.0,8.0,3.0,,4.0,9.0,1.0,,,,,,New York Islanders
222,1990,NYR,,,,,11.0,3.0,0.0,,5.0,5.0,5.0,,5.0,5.0,2.0,,6.0,5.0,2.0,,5.0,4.0,3.0,,4.0,9.0,1.0,,,,,,New York Rangers
223,1990,PHI,,,,,6.0,6.0,0.0,,11.0,4.0,2.0,,4.0,8.0,3.0,,6.0,4.0,1.0,,4.0,5.0,2.0,,2.0,10.0,2.0,,,,,,Philadelphia Flyers
224,1990,PIT,,,,,6.0,6.0,1.0,,5.0,6.0,1.0,,10.0,6.0,1.0,,7.0,4.0,0.0,,4.0,7.0,1.0,,9.0,4.0,2.0,,,,,,Pittsburgh Penguins
225,1990,QUE,,,,,3.0,7.0,3.0,,1.0,11.0,2.0,,5.0,7.0,2.0,,2.0,8.0,2.0,,1.0,9.0,2.0,,4.0,8.0,3.0,,,,,,Quebec Nordiques
226,1990,STL,,,,,8.0,3.0,1.0,,7.0,4.0,2.0,,6.0,5.0,3.0,,9.0,3.0,1.0,,9.0,3.0,1.0,,8.0,4.0,3.0,,,,,,St. Louis Blues
227,1990,TOR,,,,,2.0,10.0,1.0,,3.0,12.0,0.0,,7.0,4.0,1.0,,1.0,7.0,3.0,,5.0,7.0,2.0,,5.0,6.0,4.0,,,,,,Toronto Maple Leafs
228,1990,VAN,,,,,6.0,6.0,0.0,,6.0,6.0,2.0,,5.0,9.0,1.0,,2.0,9.0,2.0,,5.0,6.0,2.0,,4.0,7.0,2.0,,,,,,Vancouver Canucks
229,1990,WAS,,,,,7.0,7.0,0.0,,7.0,7.0,0.0,,4.0,8.0,1.0,,6.0,5.0,2.0,,4.0,5.0,2.0,,9.0,4.0,2.0,,,,,,Washington Capitals
230,1990,WIN,,,,,5.0,7.0,1.0,,4.0,9.0,2.0,,4.0,6.0,4.0,,5.0,7.0,1.0,,5.0,5.0,3.0,,3.0,9.0,0.0,,,,,,Winnipeg Jets
231,1991,BOS,,,,,3.0,6.0,2.0,,7.0,4.0,2.0,,7.0,6.0,1.0,,9.0,3.0,1.0,,3.0,6.0,3.0,,6.0,7.0,1.0,,1.0,0.0,2.0,,Boston Bruins
232,1991,BUF,,,,,4.0,6.0,1.0,,5.0,6.0,2.0,,3.0,7.0,3.0,,8.0,3.0,3.0,,4.0,7.0,1.0,,6.0,6.0,2.0,,1.0,2.0,0.0,,Buffalo Sabres
233,1991,CAL,,,,,6.0,5.0,1.0,,5.0,5.0,3.0,,5.0,7.0,1.0,,5.0,5.0,2.0,,4.0,7.0,2.0,,5.0,7.0,2.0,,1.0,1.0,1.0,,Calgary Flames
234,1991,CHI,,,,,6.0,5.0,3.0,,4.0,6.0,2.0,,5.0,5.0,4.0,,9.0,3.0,1.0,,3.0,5.0,3.0,,9.0,3.0,2.0,,0.0,2.0,0.0,,Chicago Blackhawks
235,1991,DET,,,,,5.0,6.0,1.0,,9.0,3.0,2.0,,9.0,2.0,1.0,,5.0,4.0,3.0,,8.0,4.0,2.0,,5.0,6.0,3.0,,2.0,0.0,0.0,,Detroit Red Wings
236,1991,EDM,,,,,5.0,6.0,2.0,,3.0,7.0,2.0,,7.0,5.0,2.0,,5.0,8.0,1.0,,9.0,3.0,0.0,,6.0,4.0,3.0,,1.0,1.0,0.0,,Edmonton Oilers
237,1991,HAR,,,,,5.0,3.0,2.0,,6.0,7.0,1.0,,3.0,8.0,1.0,,1.0,7.0,3.0,,4.0,6.0,4.0,,5.0,9.0,2.0,,2.0,1.0,0.0,,Hartford Whalers
238,1991,LAK,,,,,7.0,3.0,3.0,,4.0,6.0,3.0,,3.0,7.0,1.0,,5.0,4.0,4.0,,9.0,4.0,2.0,,6.0,6.0,1.0,,1.0,1.0,0.0,,Los Angeles Kings
239,1991,MNS,,,,,5.0,6.0,0.0,,4.0,6.0,2.0,,7.0,4.0,1.0,,5.0,7.0,1.0,,5.0,9.0,1.0,,6.0,8.0,0.0,,0.0,2.0,1.0,,Minnesota North Stars
240,1991,MTL,,,,,9.0,3.0,1.0,,8.0,7.0,1.0,,9.0,4.0,0.0,,5.0,4.0,2.0,,6.0,4.0,4.0,,4.0,5.0,2.0,,0.0,1.0,1.0,,Montreal Canadiens
241,1991,NJD,,,,,8.0,5.0,0.0,,6.0,5.0,1.0,,4.0,4.0,5.0,,7.0,2.0,1.0,,8.0,5.0,2.0,,4.0,8.0,2.0,,1.0,2.0,0.0,,New Jersey Devils
242,1991,NYI,,,,,3.0,6.0,2.0,,6.0,6.0,1.0,,3.0,6.0,3.0,,6.0,6.0,0.0,,9.0,5.0,1.0,,5.0,6.0,3.0,,2.0,0.0,1.0,,New York Islanders
243,1991,NYR,,,,,9.0,5.0,0.0,,6.0,5.0,1.0,,10.0,4.0,0.0,,8.0,3.0,1.0,,7.0,3.0,2.0,,9.0,4.0,1.0,,1.0,1.0,0.0,,New York Rangers
244,1991,PHI,,,,,4.0,5.0,1.0,,4.0,8.0,1.0,,4.0,4.0,5.0,,4.0,7.0,2.0,,7.0,5.0,2.0,,8.0,6.0,0.0,,1.0,2.0,0.0,,Philadelphia Flyers
245,1991,PIT,,,,,5.0,5.0,2.0,,8.0,3.0,2.0,,9.0,5.0,0.0,,3.0,7.0,1.0,,3.0,7.0,3.0,,10.0,3.0,1.0,,1.0,2.0,0.0,,Pittsburgh Penguins
246,1991,QUE,,,,,2.0,9.0,1.0,,4.0,8.0,1.0,,5.0,5.0,3.0,,1.0,10.0,1.0,,1.0,9.0,3.0,,5.0,7.0,2.0,,2.0,0.0,1.0,,Quebec Nordiques
247,1991,SJS,,,,,1.0,13.0,0.0,,4.0,7.0,2.0,,3.0,8.0,1.0,,3.0,8.0,1.0,,3.0,8.0,1.0,,3.0,11.0,0.0,,0.0,3.0,0.0,,San Jose Sharks
248,1991,STL,,,,,5.0,3.0,4.0,,6.0,6.0,1.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,8.0,6.0,0.0,,4.0,7.0,1.0,,2.0,0.0,1.0,,St. Louis Blues
249,1991,TOR,,,,,3.0,8.0,1.0,,4.0,8.0,3.0,,3.0,9.0,1.0,,5.0,5.0,0.0,,7.0,6.0,1.0,,7.0,5.0,1.0,,1.0,2.0,0.0,,Toronto Maple Leafs
250,1991,VAN,,,,,9.0,3.0,1.0,,7.0,4.0,2.0,,6.0,4.0,3.0,,7.0,3.0,1.0,,5.0,6.0,2.0,,7.0,5.0,2.0,,1.0,1.0,1.0,,Vancouver Canucks
251,1991,WAS,,,,,9.0,3.0,0.0,,9.0,5.0,0.0,,7.0,5.0,1.0,,4.0,4.0,3.0,,8.0,4.0,2.0,,7.0,5.0,1.0,,1.0,1.0,1.0,,Washington Capitals
252,1991,WIN,,,,,6.0,5.0,2.0,,6.0,3.0,3.0,,4.0,8.0,3.0,,5.0,6.0,2.0,,4.0,6.0,1.0,,5.0,4.0,4.0,,3.0,0.0,0.0,,Winnipeg Jets
253,1992,BOS,,,,,7.0,2.0,1.0,,7.0,5.0,1.0,,7.0,7.0,0.0,,8.0,5.0,2.0,,4.0,3.0,3.0,,11.0,4.0,0.0,,7.0,0.0,0.0,,Boston Bruins
254,1992,BUF,,,,,6.0,3.0,2.0,,4.0,8.0,2.0,,6.0,4.0,2.0,,10.0,5.0,0.0,,5.0,4.0,1.0,,7.0,5.0,3.0,,0.0,7.0,0.0,,Buffalo Sabres
255,1992,CAL,,,,,8.0,4.0,0.0,,6.0,5.0,2.0,,10.0,1.0,2.0,,3.0,9.0,2.0,,6.0,2.0,4.0,,4.0,8.0,0.0,,6.0,1.0,1.0,,Calgary Flames
256,1992,CHI,,,,,4.0,5.0,2.0,,8.0,5.0,1.0,,10.0,4.0,1.0,,9.0,3.0,4.0,,5.0,4.0,0.0,,6.0,3.0,2.0,,5.0,1.0,2.0,,Chicago Blackhawks
257,1992,DET,,,,,7.0,5.0,0.0,,7.0,6.0,1.0,,7.0,6.0,2.0,,7.0,3.0,3.0,,5.0,4.0,3.0,,9.0,4.0,0.0,,5.0,0.0,0.0,,Detroit Red Wings
258,1992,EDM,,,,,3.0,8.0,1.0,,5.0,4.0,3.0,,5.0,9.0,1.0,,5.0,6.0,3.0,,5.0,7.0,0.0,,3.0,10.0,0.0,,0.0,6.0,0.0,,Edmonton Oilers
259,1992,HAR,,,,,3.0,8.0,0.0,,3.0,8.0,1.0,,5.0,7.0,2.0,,3.0,11.0,1.0,,3.0,7.0,0.0,,5.0,7.0,1.0,,4.0,4.0,1.0,,Hartford Whalers
260,1992,LAK,,,,,7.0,4.0,1.0,,9.0,3.0,1.0,,4.0,7.0,2.0,,4.0,7.0,2.0,,3.0,8.0,1.0,,9.0,3.0,2.0,,3.0,3.0,1.0,,Los Angeles Kings
261,1992,MNS,,,,,6.0,5.0,1.0,,7.0,4.0,2.0,,6.0,4.0,2.0,,7.0,5.0,3.0,,4.0,7.0,1.0,,3.0,9.0,1.0,,3.0,4.0,0.0,,Minnesota North Stars
262,1992,MTL,,,,,7.0,3.0,2.0,,10.0,3.0,1.0,,5.0,8.0,1.0,,10.0,4.0,1.0,,8.0,1.0,1.0,,6.0,7.0,0.0,,2.0,4.0,0.0,,Montreal Canadiens
263,1992,NJD,,,,,7.0,5.0,0.0,,5.0,5.0,0.0,,6.0,6.0,1.0,,6.0,6.0,3.0,,7.0,4.0,1.0,,7.0,7.0,1.0,,2.0,4.0,1.0,,New Jersey Devils
264,1992,NYI,,,,,6.0,5.0,1.0,,3.0,6.0,2.0,,7.0,7.0,1.0,,7.0,5.0,1.0,,6.0,5.0,1.0,,7.0,5.0,0.0,,4.0,4.0,1.0,,New York Islanders
265,1992,NYR,,,,,7.0,4.0,1.0,,4.0,6.0,2.0,,8.0,6.0,1.0,,4.0,5.0,3.0,,5.0,4.0,3.0,,5.0,6.0,1.0,,1.0,8.0,0.0,,New York Rangers
266,1992,OTT,,,,,1.0,9.0,1.0,,1.0,13.0,0.0,,1.0,12.0,2.0,,2.0,12.0,0.0,,4.0,7.0,1.0,,0.0,10.0,0.0,,1.0,7.0,0.0,,Ottawa Senators
267,1992,PHI,,,,,3.0,7.0,3.0,,6.0,3.0,1.0,,4.0,8.0,1.0,,5.0,8.0,2.0,,4.0,4.0,4.0,,6.0,6.0,0.0,,8.0,1.0,0.0,,Philadelphia Flyers
268,1992,PIT,,,,,8.0,1.0,2.0,,9.0,5.0,1.0,,9.0,3.0,1.0,,8.0,5.0,1.0,,5.0,5.0,1.0,,11.0,2.0,0.0,,6.0,0.0,1.0,,Pittsburgh Penguins
269,1992,QUE,,,,,7.0,3.0,1.0,,6.0,5.0,4.0,,9.0,4.0,1.0,,6.0,4.0,2.0,,7.0,4.0,1.0,,8.0,4.0,1.0,,4.0,3.0,0.0,,Quebec Nordiques
270,1992,SJS,,,,,2.0,9.0,0.0,,3.0,9.0,1.0,,1.0,13.0,0.0,,0.0,13.0,1.0,,2.0,11.0,0.0,,2.0,10.0,0.0,,1.0,6.0,0.0,,San Jose Sharks
271,1992,STL,,,,,5.0,6.0,1.0,,3.0,6.0,3.0,,5.0,7.0,1.0,,9.0,4.0,2.0,,7.0,6.0,1.0,,6.0,4.0,1.0,,2.0,3.0,2.0,,St. Louis Blues
272,1992,TBL,,,,,4.0,7.0,1.0,,6.0,8.0,1.0,,4.0,8.0,0.0,,3.0,10.0,1.0,,2.0,7.0,2.0,,3.0,9.0,0.0,,1.0,5.0,2.0,,Tampa Bay Lightning
273,1992,TOR,,,,,6.0,4.0,2.0,,5.0,5.0,1.0,,4.0,7.0,3.0,,9.0,4.0,1.0,,8.0,2.0,2.0,,9.0,3.0,2.0,,3.0,4.0,0.0,,Toronto Maple Leafs
274,1992,VAN,,,,,5.0,4.0,1.0,,9.0,5.0,1.0,,9.0,1.0,1.0,,6.0,4.0,5.0,,6.0,5.0,0.0,,5.0,8.0,1.0,,6.0,2.0,0.0,,Vancouver Canucks
275,1992,WAS,,,,,4.0,8.0,0.0,,7.0,5.0,2.0,,9.0,3.0,1.0,,5.0,5.0,3.0,,7.0,3.0,0.0,,7.0,6.0,1.0,,4.0,4.0,0.0,,Washington Capitals
276,1992,WIN,,,,,4.0,8.0,0.0,,4.0,5.0,2.0,,7.0,6.0,1.0,,10.0,3.0,2.0,,3.0,7.0,1.0,,7.0,6.0,1.0,,5.0,2.0,0.0,,Winnipeg Jets
277,1993,ANA,,,,,2.0,8.0,2.0,,6.0,7.0,0.0,,6.0,8.0,0.0,,6.0,6.0,2.0,,4.0,6.0,1.0,,6.0,8.0,0.0,,3.0,3.0,0.0,,Mighty Ducks of Anaheim
278,1993,BOS,,,,,4.0,3.0,4.0,,8.0,3.0,2.0,,5.0,6.0,1.0,,8.0,4.0,2.0,,8.0,3.0,2.0,,6.0,6.0,2.0,,3.0,4.0,0.0,,Boston Bruins
279,1993,BUF,,,,,4.0,7.0,1.0,,6.0,5.0,1.0,,8.0,5.0,1.0,,5.0,5.0,2.0,,8.0,4.0,2.0,,8.0,3.0,2.0,,4.0,3.0,0.0,,Buffalo Sabres
280,1993,CAL,,,,,8.0,3.0,2.0,,7.0,4.0,2.0,,5.0,7.0,2.0,,4.0,5.0,3.0,,8.0,3.0,1.0,,6.0,5.0,2.0,,4.0,2.0,1.0,,Calgary Flames
281,1993,CHI,,,,,4.0,7.0,2.0,,8.0,2.0,0.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,6.0,7.0,1.0,,6.0,7.0,2.0,,4.0,2.0,0.0,,Chicago Blackhawks
282,1993,DAL,,,,,6.0,4.0,2.0,,6.0,5.0,4.0,,8.0,4.0,1.0,,7.0,6.0,0.0,,7.0,2.0,1.0,,5.0,5.0,4.0,,3.0,3.0,1.0,,Dallas Stars
283,1993,DET,,,,,5.0,7.0,0.0,,6.0,3.0,2.0,,9.0,3.0,1.0,,8.0,3.0,2.0,,9.0,4.0,0.0,,7.0,7.0,1.0,,2.0,3.0,2.0,,Detroit Red Wings
284,1993,EDM,,,,,2.0,10.0,1.0,,2.0,9.0,2.0,,7.0,5.0,2.0,,2.0,7.0,3.0,,4.0,7.0,2.0,,5.0,5.0,2.0,,3.0,2.0,2.0,,Edmonton Oilers
285,1993,FLO,,,,,4.0,5.0,3.0,,4.0,8.0,0.0,,7.0,2.0,3.0,,6.0,2.0,4.0,,5.0,9.0,0.0,,6.0,6.0,3.0,,1.0,2.0,4.0,,Florida Panthers
286,1993,HAR,,,,,3.0,8.0,1.0,,4.0,7.0,1.0,,6.0,6.0,1.0,,4.0,8.0,2.0,,4.0,6.0,2.0,,4.0,10.0,1.0,,2.0,3.0,1.0,,Hartford Whalers
287,1993,LAK,,,,,6.0,5.0,2.0,,3.0,8.0,0.0,,5.0,7.0,1.0,,5.0,5.0,3.0,,2.0,8.0,3.0,,4.0,7.0,2.0,,2.0,5.0,1.0,,Los Angeles Kings
288,1993,MTL,,,,,7.0,3.0,2.0,,4.0,6.0,1.0,,5.0,6.0,3.0,,8.0,4.0,2.0,,9.0,3.0,1.0,,6.0,3.0,4.0,,2.0,4.0,1.0,,Montreal Canadiens
289,1993,NJD,,,,,8.0,2.0,0.0,,7.0,4.0,2.0,,6.0,6.0,2.0,,6.0,4.0,2.0,,6.0,4.0,3.0,,12.0,1.0,2.0,,2.0,4.0,1.0,,New Jersey Devils
290,1993,NYI,,,,,3.0,7.0,1.0,,6.0,6.0,1.0,,6.0,4.0,1.0,,2.0,8.0,2.0,,9.0,4.0,1.0,,5.0,6.0,4.0,,5.0,1.0,2.0,,New York Islanders
291,1993,NYR,,,,,7.0,5.0,1.0,,11.0,1.0,1.0,,8.0,3.0,1.0,,7.0,4.0,0.0,,7.0,5.0,1.0,,7.0,5.0,3.0,,5.0,1.0,1.0,,New York Rangers
292,1993,OTT,,,,,2.0,6.0,2.0,,3.0,9.0,1.0,,3.0,13.0,0.0,,1.0,9.0,4.0,,1.0,9.0,1.0,,3.0,10.0,0.0,,1.0,5.0,1.0,,Ottawa Senators
293,1993,PHI,,,,,9.0,3.0,0.0,,7.0,6.0,1.0,,4.0,8.0,2.0,,4.0,6.0,0.0,,5.0,8.0,1.0,,4.0,7.0,3.0,,2.0,1.0,3.0,,Philadelphia Flyers
294,1993,PIT,,,,,7.0,4.0,1.0,,5.0,3.0,5.0,,6.0,4.0,2.0,,6.0,3.0,3.0,,7.0,6.0,1.0,,9.0,5.0,1.0,,4.0,2.0,0.0,,Pittsburgh Penguins
295,1993,QUE,,,,,5.0,6.0,1.0,,3.0,6.0,3.0,,8.0,5.0,1.0,,4.0,8.0,0.0,,4.0,8.0,0.0,,7.0,6.0,2.0,,3.0,3.0,1.0,,Quebec Nordiques
296,1993,SJS,,,,,3.0,9.0,1.0,,7.0,4.0,3.0,,2.0,7.0,3.0,,4.0,2.0,4.0,,6.0,8.0,1.0,,8.0,3.0,3.0,,3.0,2.0,1.0,,San Jose Sharks
297,1993,STL,,,,,7.0,2.0,1.0,,5.0,4.0,4.0,,7.0,8.0,0.0,,7.0,4.0,2.0,,6.0,5.0,1.0,,5.0,7.0,1.0,,3.0,3.0,2.0,,St. Louis Blues
298,1993,TBL,,,,,3.0,8.0,1.0,,3.0,8.0,1.0,,6.0,6.0,2.0,,7.0,4.0,2.0,,4.0,7.0,2.0,,3.0,7.0,3.0,,4.0,3.0,0.0,,Tampa Bay Lightning
299,1993,TOR,,,,,10.0,1.0,0.0,,7.0,4.0,4.0,,4.0,7.0,2.0,,7.0,2.0,4.0,,6.0,5.0,1.0,,6.0,7.0,1.0,,3.0,3.0,0.0,,Toronto Maple Leafs
300,1993,VAN,,,,,7.0,3.0,0.0,,7.0,7.0,0.0,,5.0,8.0,0.0,,6.0,5.0,2.0,,5.0,5.0,1.0,,8.0,8.0,0.0,,3.0,4.0,0.0,,Vancouver Canucks
301,1993,WAS,,,,,6.0,7.0,0.0,,4.0,6.0,1.0,,7.0,4.0,2.0,,5.0,7.0,1.0,,9.0,2.0,2.0,,4.0,6.0,4.0,,4.0,3.0,0.0,,Washington Capitals
302,1993,WIN,,,,,6.0,5.0,1.0,,4.0,8.0,2.0,,5.0,7.0,2.0,,2.0,9.0,1.0,,0.0,11.0,2.0,,6.0,6.0,0.0,,1.0,5.0,1.0,,Winnipeg Jets
303,1994,ANA,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,2.0,8.0,1.0,,4.0,8.0,3.0,,6.0,7.0,1.0,,Mighty Ducks of Anaheim
304,1994,BOS,,,,,,,,,,,,,,,,,3.0,2.0,0.0,,7.0,4.0,2.0,,7.0,6.0,0.0,,8.0,6.0,1.0,,Boston Bruins
305,1994,BUF,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,4.0,5.0,2.0,,7.0,5.0,2.0,,6.0,7.0,2.0,,Buffalo Sabres
306,1994,CAL,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,8.0,4.0,2.0,,6.0,7.0,2.0,,7.0,4.0,2.0,,Calgary Flames
307,1994,CHI,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,9.0,2.0,1.0,,7.0,5.0,2.0,,3.0,9.0,2.0,,Chicago Blackhawks
308,1994,DAL,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,3.0,8.0,2.0,,6.0,5.0,2.0,,6.0,7.0,3.0,,Dallas Stars
309,1994,DET,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,7.0,4.0,1.0,,10.0,2.0,1.0,,10.0,4.0,2.0,,Detroit Red Wings
310,1994,EDM,,,,,,,,,,,,,,,,,2.0,4.0,0.0,,5.0,6.0,2.0,,5.0,7.0,1.0,,5.0,8.0,1.0,,Edmonton Oilers
311,1994,FLO,,,,,,,,,,,,,,,,,3.0,4.0,0.0,,4.0,7.0,2.0,,6.0,5.0,2.0,,5.0,6.0,2.0,,Florida Panthers
312,1994,HAR,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,6.0,7.0,1.0,,6.0,6.0,2.0,,6.0,8.0,0.0,,Hartford Whalers
313,1994,LAK,,,,,,,,,,,,,,,,,1.0,4.0,1.0,,4.0,5.0,3.0,,6.0,6.0,2.0,,4.0,7.0,3.0,,Los Angeles Kings
314,1994,MTL,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,5.0,6.0,3.0,,4.0,7.0,1.0,,7.0,6.0,2.0,,Montreal Canadiens
315,1994,NJD,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,6.0,4.0,3.0,,7.0,6.0,2.0,,8.0,4.0,2.0,,New Jersey Devils
316,1994,NYI,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,5.0,6.0,2.0,,2.0,10.0,1.0,,5.0,9.0,1.0,,New York Islanders
317,1994,NYR,,,,,,,,,,,,,,,,,2.0,4.0,0.0,,7.0,4.0,3.0,,4.0,8.0,0.0,,9.0,6.0,0.0,,New York Rangers
318,1994,OTT,,,,,,,,,,,,,,,,,0.0,3.0,2.0,,2.0,9.0,1.0,,2.0,11.0,1.0,,4.0,10.0,1.0,,Ottawa Senators
319,1994,PHI,,,,,,,,,,,,,,,,,2.0,4.0,1.0,,6.0,4.0,1.0,,9.0,4.0,2.0,,10.0,4.0,0.0,,Philadelphia Flyers
320,1994,PIT,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,9.0,3.0,2.0,,8.0,6.0,0.0,,7.0,5.0,1.0,,Pittsburgh Penguins
321,1994,QUE,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,8.0,4.0,2.0,,10.0,4.0,1.0,,6.0,5.0,2.0,,Quebec Nordiques
322,1994,SJS,,,,,,,,,,,,,,,,,4.0,1.0,0.0,,4.0,8.0,2.0,,4.0,8.0,0.0,,6.0,8.0,1.0,,San Jose Sharks
323,1994,STL,,,,,,,,,,,,,,,,,4.0,2.0,0.0,,8.0,3.0,1.0,,7.0,5.0,1.0,,8.0,4.0,3.0,,St. Louis Blues
