,year,tmID,SepW,SepL,SepT,SepOL,OctW,OctL,OctT,OctOL,NovW,NovL,NovT,NovOL,DecW,DecL,DecT,DecOL,JanW,JanL,JanT,JanOL,FebW,FebL,FebT,FebOL,MarW,MarL,MarT,MarOL,AprW,AprL,AprT,AprOL,name
324,1994,TBL,,,,,,,,,,,,,,,,,3.0,3.0,0.0,,5.0,6.0,2.0,,5.0,8.0,0.0,,4.0,10.0,1.0,,Tampa Bay Lightning
325,1994,TOR,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,6.0,7.0,2.0,,6.0,3.0,4.0,,5.0,6.0,1.0,,Toronto Maple Leafs
326,1994,VAN,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,4.0,4.0,5.0,,6.0,6.0,2.0,,7.0,5.0,3.0,,Vancouver Canucks
327,1994,WAS,,,,,,,,,,,,,,,,,1.0,3.0,1.0,,2.0,7.0,4.0,,11.0,2.0,2.0,,7.0,6.0,1.0,,Washington Capitals
328,1994,WIN,,,,,,,,,,,,,,,,,1.0,4.0,1.0,,5.0,6.0,2.0,,3.0,8.0,2.0,,7.0,5.0,2.0,,Winnipeg Jets
329,1995,ANA,,,,,3.0,8.0,0.0,,8.0,5.0,1.0,,3.0,9.0,3.0,,4.0,5.0,1.0,,5.0,8.0,0.0,,7.0,3.0,2.0,,5.0,1.0,1.0,,Mighty Ducks of Anaheim
330,1995,BOS,,,,,3.0,5.0,2.0,,5.0,5.0,2.0,,7.0,4.0,1.0,,6.0,6.0,1.0,,6.0,6.0,2.0,,9.0,4.0,1.0,,4.0,1.0,2.0,,Boston Bruins
331,1995,BUF,,,,,3.0,7.0,0.0,,7.0,4.0,2.0,,6.0,8.0,1.0,,4.0,7.0,0.0,,6.0,3.0,3.0,,2.0,11.0,1.0,,5.0,2.0,0.0,,Buffalo Sabres
332,1995,CAL,,,,,1.0,7.0,3.0,,3.0,8.0,2.0,,7.0,6.0,2.0,,7.0,2.0,2.0,,6.0,5.0,2.0,,7.0,6.0,0.0,,3.0,3.0,0.0,,Calgary Flames
333,1995,CHI,,,,,6.0,5.0,1.0,,5.0,4.0,4.0,,8.0,3.0,3.0,,7.0,3.0,3.0,,7.0,4.0,0.0,,5.0,7.0,1.0,,2.0,2.0,2.0,,Chicago Blackhawks
334,1995,COL,,,,,7.0,3.0,1.0,,8.0,2.0,3.0,,7.0,6.0,1.0,,4.0,4.0,4.0,,9.0,3.0,1.0,,8.0,5.0,0.0,,4.0,2.0,0.0,,Colorado Avalanche
335,1995,DAL,,,,,5.0,4.0,2.0,,3.0,3.0,3.0,,2.0,10.0,2.0,,4.0,7.0,4.0,,5.0,7.0,1.0,,5.0,7.0,1.0,,2.0,4.0,1.0,,Dallas Stars
336,1995,DET,,,,,5.0,4.0,2.0,,9.0,2.0,0.0,,13.0,1.0,0.0,,8.0,2.0,2.0,,11.0,2.0,0.0,,12.0,1.0,1.0,,4.0,1.0,2.0,,Detroit Red Wings
337,1995,EDM,,,,,4.0,5.0,1.0,,3.0,7.0,4.0,,6.0,8.0,1.0,,5.0,6.0,0.0,,4.0,7.0,1.0,,7.0,6.0,1.0,,1.0,5.0,0.0,,Edmonton Oilers
338,1995,FLO,,,,,7.0,4.0,0.0,,10.0,2.0,1.0,,8.0,4.0,1.0,,6.0,4.0,3.0,,4.0,5.0,3.0,,3.0,9.0,1.0,,3.0,3.0,1.0,,Florida Panthers
339,1995,HAR,,,,,4.0,4.0,1.0,,5.0,7.0,1.0,,2.0,10.0,3.0,,8.0,4.0,1.0,,6.0,3.0,1.0,,6.0,6.0,2.0,,3.0,5.0,0.0,,Hartford Whalers
340,1995,LAK,,,,,4.0,3.0,4.0,,7.0,7.0,1.0,,3.0,5.0,4.0,,3.0,8.0,2.0,,1.0,9.0,4.0,,4.0,6.0,2.0,,2.0,2.0,1.0,,Los Angeles Kings
341,1995,MTL,,,,,6.0,5.0,0.0,,6.0,5.0,1.0,,7.0,6.0,1.0,,6.0,3.0,4.0,,5.0,7.0,1.0,,9.0,3.0,1.0,,1.0,3.0,2.0,,Montreal Canadiens
342,1995,NJD,,,,,6.0,4.0,0.0,,5.0,6.0,3.0,,4.0,9.0,1.0,,7.0,3.0,1.0,,5.0,3.0,3.0,,7.0,4.0,4.0,,3.0,4.0,0.0,,New Jersey Devils
343,1995,NYI,,,,,2.0,6.0,2.0,,3.0,9.0,1.0,,4.0,7.0,3.0,,4.0,5.0,2.0,,5.0,8.0,0.0,,2.0,12.0,0.0,,2.0,3.0,2.0,,New York Islanders
344,1995,NYR,,,,,7.0,3.0,1.0,,7.0,5.0,2.0,,11.0,3.0,3.0,,5.0,0.0,4.0,,5.0,6.0,1.0,,4.0,4.0,3.0,,2.0,6.0,0.0,,New York Rangers
345,1995,OTT,,,,,5.0,5.0,0.0,,1.0,11.0,1.0,,2.0,12.0,0.0,,1.0,10.0,1.0,,3.0,8.0,1.0,,3.0,10.0,1.0,,3.0,3.0,1.0,,Ottawa Senators
346,1995,PHI,,,,,7.0,1.0,3.0,,9.0,5.0,1.0,,6.0,5.0,2.0,,2.0,3.0,5.0,,7.0,4.0,1.0,,9.0,4.0,1.0,,5.0,2.0,0.0,,Philadelphia Flyers
347,1995,PIT,,,,,4.0,2.0,2.0,,10.0,3.0,1.0,,10.0,4.0,0.0,,7.0,7.0,0.0,,6.0,5.0,1.0,,9.0,5.0,0.0,,3.0,3.0,0.0,,Pittsburgh Penguins
348,1995,SJS,,,,,0.0,7.0,3.0,,3.0,10.0,1.0,,5.0,8.0,0.0,,3.0,10.0,0.0,,3.0,7.0,2.0,,4.0,9.0,1.0,,2.0,4.0,0.0,,San Jose Sharks
349,1995,STL,,,,,5.0,5.0,1.0,,5.0,7.0,2.0,,6.0,5.0,2.0,,5.0,3.0,3.0,,5.0,4.0,4.0,,5.0,7.0,2.0,,1.0,3.0,2.0,,St. Louis Blues
350,1995,TBL,,,,,2.0,4.0,4.0,,7.0,6.0,1.0,,7.0,5.0,1.0,,5.0,5.0,1.0,,7.0,5.0,1.0,,6.0,4.0,4.0,,4.0,3.0,0.0,,Tampa Bay Lightning
351,1995,TOR,,,,,4.0,5.0,1.0,,7.0,4.0,3.0,,8.0,4.0,2.0,,3.0,6.0,3.0,,3.0,9.0,1.0,,6.0,6.0,2.0,,3.0,2.0,0.0,,Toronto Maple Leafs
352,1995,VAN,,,,,4.0,4.0,2.0,,2.0,7.0,5.0,,6.0,4.0,3.0,,5.0,5.0,2.0,,7.0,4.0,3.0,,6.0,8.0,0.0,,2.0,3.0,0.0,,Vancouver Canucks
353,1995,WAS,,,,,7.0,3.0,0.0,,4.0,8.0,2.0,,7.0,4.0,1.0,,5.0,6.0,2.0,,6.0,4.0,3.0,,7.0,4.0,3.0,,3.0,3.0,0.0,,Washington Capitals
354,1995,WIN,,,,,6.0,4.0,2.0,,6.0,6.0,0.0,,4.0,9.0,1.0,,5.0,5.0,1.0,,5.0,6.0,0.0,,7.0,8.0,1.0,,3.0,2.0,1.0,,Winnipeg Jets
355,1996,ANA,,,,,1.0,9.0,2.0,,6.0,5.0,2.0,,6.0,5.0,1.0,,7.0,5.0,1.0,,6.0,6.0,1.0,,7.0,3.0,4.0,,3.0,0.0,2.0,,Mighty Ducks of Anaheim
356,1996,BOS,,,,,4.0,4.0,2.0,,5.0,6.0,2.0,,4.0,7.0,2.0,,5.0,8.0,0.0,,3.0,8.0,2.0,,3.0,10.0,1.0,,2.0,4.0,0.0,,Boston Bruins
357,1996,BUF,,,,,5.0,6.0,0.0,,8.0,5.0,1.0,,7.0,4.0,2.0,,7.0,4.0,2.0,,5.0,1.0,5.0,,6.0,6.0,1.0,,2.0,4.0,1.0,,Buffalo Sabres
358,1996,CAL,,,,,7.0,5.0,1.0,,3.0,9.0,1.0,,3.0,7.0,3.0,,5.0,5.0,1.0,,8.0,5.0,1.0,,6.0,5.0,1.0,,0.0,5.0,1.0,,Calgary Flames
359,1996,CHI,,,,,6.0,5.0,2.0,,6.0,7.0,1.0,,3.0,8.0,3.0,,3.0,6.0,2.0,,7.0,3.0,1.0,,6.0,4.0,3.0,,3.0,2.0,1.0,,Chicago Blackhawks
360,1996,COL,,,,,8.0,4.0,1.0,,8.0,2.0,3.0,,7.0,4.0,1.0,,8.0,2.0,3.0,,7.0,4.0,0.0,,8.0,5.0,1.0,,3.0,3.0,0.0,,Colorado Avalanche
361,1996,DAL,,,,,9.0,2.0,0.0,,7.0,6.0,1.0,,6.0,5.0,2.0,,7.0,5.0,1.0,,9.0,4.0,0.0,,8.0,1.0,2.0,,2.0,3.0,2.0,,Dallas Stars
362,1996,DET,,,,,7.0,4.0,1.0,,7.0,4.0,2.0,,6.0,4.0,3.0,,2.0,5.0,3.0,,8.0,2.0,3.0,,6.0,5.0,3.0,,2.0,2.0,3.0,,Detroit Red Wings
363,1996,EDM,,,,,7.0,5.0,0.0,,6.0,7.0,1.0,,4.0,7.0,3.0,,8.0,3.0,1.0,,4.0,6.0,2.0,,6.0,7.0,0.0,,1.0,2.0,2.0,,Edmonton Oilers
364,1996,FLO,,,,,8.0,0.0,4.0,,7.0,3.0,2.0,,5.0,6.0,3.0,,6.0,5.0,1.0,,3.0,5.0,5.0,,4.0,7.0,3.0,,2.0,2.0,1.0,,Florida Panthers
365,1996,HAR,,,,,5.0,2.0,2.0,,6.0,5.0,3.0,,6.0,6.0,1.0,,3.0,10.0,1.0,,4.0,6.0,2.0,,5.0,7.0,1.0,,3.0,3.0,1.0,,Hartford Whalers
366,1996,LAK,,,,,5.0,6.0,2.0,,5.0,6.0,1.0,,3.0,9.0,1.0,,5.0,6.0,2.0,,5.0,6.0,2.0,,3.0,8.0,2.0,,2.0,2.0,1.0,,Los Angeles Kings
367,1996,MTL,,,,,4.0,5.0,2.0,,6.0,7.0,2.0,,3.0,6.0,3.0,,6.0,7.0,1.0,,4.0,5.0,3.0,,5.0,4.0,3.0,,3.0,2.0,1.0,,Montreal Canadiens
368,1996,NJD,,,,,4.0,5.0,1.0,,8.0,5.0,0.0,,8.0,3.0,2.0,,4.0,4.0,4.0,,7.0,1.0,5.0,,10.0,3.0,1.0,,4.0,2.0,1.0,,New Jersey Devils
369,1996,NYI,,,,,1.0,5.0,4.0,,5.0,5.0,4.0,,6.0,7.0,0.0,,4.0,9.0,1.0,,4.0,6.0,1.0,,8.0,4.0,1.0,,1.0,5.0,1.0,,New York Islanders
370,1996,NYR,,,,,5.0,6.0,3.0,,4.0,7.0,1.0,,11.0,3.0,1.0,,5.0,4.0,2.0,,3.0,6.0,2.0,,7.0,6.0,0.0,,3.0,2.0,1.0,,New York Rangers
371,1996,OTT,,,,,3.0,3.0,4.0,,4.0,7.0,2.0,,4.0,7.0,1.0,,4.0,6.0,3.0,,6.0,5.0,3.0,,5.0,6.0,2.0,,5.0,2.0,0.0,,Ottawa Senators
372,1996,PHI,,,,,6.0,7.0,0.0,,7.0,5.0,1.0,,11.0,0.0,2.0,,5.0,2.0,4.0,,7.0,3.0,2.0,,7.0,5.0,2.0,,2.0,2.0,2.0,,Philadelphia Flyers
373,1996,PHO,,,,,4.0,6.0,1.0,,4.0,6.0,3.0,,9.0,5.0,0.0,,5.0,7.0,0.0,,6.0,7.0,0.0,,7.0,4.0,2.0,,3.0,2.0,1.0,,Phoenix Coyotes
374,1996,PIT,,,,,2.0,8.0,0.0,,6.0,5.0,2.0,,11.0,2.0,2.0,,8.0,3.0,1.0,,4.0,7.0,0.0,,5.0,8.0,2.0,,2.0,3.0,1.0,,Pittsburgh Penguins
375,1996,SJS,,,,,5.0,5.0,3.0,,3.0,8.0,1.0,,6.0,6.0,0.0,,4.0,7.0,1.0,,4.0,7.0,2.0,,3.0,10.0,0.0,,2.0,4.0,1.0,,San Jose Sharks
376,1996,STL,,,,,5.0,7.0,0.0,,8.0,4.0,0.0,,4.0,9.0,2.0,,8.0,3.0,2.0,,3.0,6.0,4.0,,5.0,5.0,1.0,,3.0,1.0,2.0,,St. Louis Blues
377,1996,TBL,,,,,5.0,4.0,1.0,,2.0,10.0,1.0,,5.0,5.0,3.0,,6.0,5.0,1.0,,6.0,6.0,1.0,,5.0,8.0,1.0,,3.0,2.0,2.0,,Tampa Bay Lightning
378,1996,TOR,,,,,5.0,6.0,0.0,,5.0,9.0,0.0,,7.0,7.0,0.0,,2.0,10.0,1.0,,4.0,5.0,1.0,,5.0,4.0,5.0,,2.0,3.0,1.0,,Toronto Maple Leafs
379,1996,VAN,,,,,5.0,5.0,0.0,,8.0,5.0,0.0,,3.0,9.0,1.0,,8.0,4.0,1.0,,4.0,9.0,0.0,,4.0,8.0,3.0,,3.0,0.0,2.0,,Vancouver Canucks
380,1996,WAS,,,,,4.0,6.0,0.0,,9.0,5.0,1.0,,2.0,9.0,2.0,,5.0,5.0,2.0,,4.0,6.0,2.0,,6.0,7.0,1.0,,3.0,2.0,1.0,,Washington Capitals
381,1997,ANA,,,,,5.0,4.0,4.0,,6.0,8.0,1.0,,2.0,8.0,2.0,,4.0,7.0,2.0,,3.0,2.0,0.0,,4.0,9.0,2.0,,2.0,5.0,2.0,,Mighty Ducks of Anaheim
382,1997,BOS,,,,,7.0,5.0,1.0,,4.0,6.0,4.0,,6.0,5.0,2.0,,6.0,4.0,2.0,,1.0,2.0,3.0,,9.0,4.0,1.0,,6.0,4.0,0.0,,Boston Bruins
383,1997,BUF,,,,,4.0,7.0,2.0,,3.0,5.0,3.0,,7.0,7.0,1.0,,5.0,2.0,4.0,,3.0,0.0,4.0,,9.0,5.0,1.0,,5.0,3.0,2.0,,Buffalo Sabres
384,1997,CAL,,,,,3.0,8.0,2.0,,2.0,7.0,5.0,,6.0,8.0,1.0,,3.0,6.0,3.0,,2.0,1.0,1.0,,8.0,6.0,1.0,,2.0,5.0,2.0,,Calgary Flames
385,1997,CAR,,,,,3.0,8.0,3.0,,7.0,5.0,1.0,,5.0,8.0,1.0,,5.0,7.0,1.0,,1.0,2.0,1.0,,8.0,5.0,1.0,,4.0,6.0,0.0,,Carolina Hurricanes
386,1997,CHI,,,,,4.0,10.0,0.0,,6.0,3.0,4.0,,4.0,5.0,3.0,,7.0,4.0,2.0,,2.0,4.0,0.0,,6.0,7.0,3.0,,1.0,6.0,1.0,,Chicago Blackhawks
387,1997,COL,,,,,7.0,2.0,5.0,,6.0,4.0,3.0,,8.0,2.0,4.0,,5.0,5.0,4.0,,5.0,1.0,0.0,,6.0,7.0,0.0,,2.0,5.0,1.0,,Colorado Avalanche
388,1997,DAL,,,,,9.0,4.0,1.0,,9.0,3.0,3.0,,7.0,2.0,3.0,,8.0,4.0,1.0,,5.0,0.0,0.0,,5.0,5.0,3.0,,6.0,4.0,0.0,,Dallas Stars
389,1997,DET,,,,,10.0,2.0,2.0,,7.0,4.0,2.0,,8.0,3.0,4.0,,4.0,5.0,3.0,,3.0,1.0,2.0,,7.0,5.0,2.0,,5.0,3.0,0.0,,Detroit Red Wings
390,1997,EDM,,,,,5.0,6.0,1.0,,3.0,7.0,5.0,,3.0,7.0,3.0,,7.0,5.0,1.0,,3.0,4.0,0.0,,8.0,6.0,0.0,,6.0,2.0,0.0,,Edmonton Oilers
391,1997,FLO,,,,,3.0,6.0,3.0,,5.0,7.0,2.0,,6.0,7.0,1.0,,4.0,5.0,5.0,,0.0,4.0,1.0,,3.0,10.0,0.0,,3.0,4.0,3.0,,Florida Panthers
392,1997,LAK,,,,,5.0,5.0,4.0,,7.0,4.0,1.0,,4.0,7.0,2.0,,7.0,3.0,2.0,,4.0,2.0,1.0,,7.0,6.0,1.0,,4.0,6.0,0.0,,Los Angeles Kings
393,1997,MTL,,,,,6.0,4.0,2.0,,9.0,5.0,1.0,,6.0,6.0,3.0,,6.0,4.0,1.0,,1.0,4.0,0.0,,6.0,6.0,3.0,,3.0,3.0,3.0,,Montreal Canadiens
394,1997,NJD,,,,,7.0,4.0,0.0,,10.0,4.0,0.0,,8.0,3.0,2.0,,6.0,5.0,4.0,,6.0,0.0,0.0,,8.0,3.0,3.0,,3.0,4.0,2.0,,New Jersey Devils
395,1997,NYI,,,,,5.0,5.0,2.0,,6.0,6.0,2.0,,4.0,9.0,1.0,,3.0,8.0,2.0,,2.0,2.0,1.0,,4.0,8.0,2.0,,6.0,3.0,1.0,,New York Islanders
396,1997,NYR,,,,,3.0,6.0,5.0,,5.0,5.0,4.0,,4.0,7.0,3.0,,4.0,4.0,3.0,,2.0,3.0,1.0,,4.0,9.0,2.0,,3.0,5.0,0.0,,New York Rangers
397,1997,OTT,,,,,8.0,3.0,3.0,,2.0,10.0,1.0,,8.0,5.0,0.0,,4.0,5.0,5.0,,1.0,4.0,1.0,,5.0,4.0,3.0,,6.0,2.0,2.0,,Ottawa Senators
398,1997,PHI,,,,,7.0,5.0,2.0,,8.0,3.0,2.0,,8.0,2.0,3.0,,5.0,5.0,2.0,,2.0,2.0,0.0,,8.0,7.0,2.0,,4.0,5.0,0.0,,Philadelphia Flyers
399,1997,PHO,,,,,5.0,5.0,2.0,,7.0,6.0,0.0,,5.0,5.0,5.0,,7.0,4.0,3.0,,0.0,5.0,1.0,,4.0,7.0,1.0,,7.0,3.0,0.0,,Phoenix Coyotes
400,1997,PIT,,,,,7.0,5.0,2.0,,7.0,4.0,3.0,,7.0,3.0,3.0,,8.0,3.0,2.0,,1.0,2.0,3.0,,6.0,3.0,4.0,,4.0,4.0,1.0,,Pittsburgh Penguins
401,1997,SJS,,,,,4.0,9.0,0.0,,5.0,8.0,2.0,,5.0,3.0,3.0,,6.0,5.0,2.0,,2.0,4.0,0.0,,7.0,8.0,0.0,,5.0,1.0,3.0,,San Jose Sharks
402,1997,STL,,,,,10.0,2.0,2.0,,5.0,7.0,1.0,,7.0,6.0,3.0,,6.0,5.0,2.0,,3.0,2.0,0.0,,8.0,4.0,0.0,,6.0,3.0,0.0,,St. Louis Blues
403,1997,TBL,,,,,2.0,9.0,2.0,,2.0,8.0,2.0,,5.0,6.0,3.0,,0.0,12.0,1.0,,3.0,3.0,1.0,,5.0,8.0,0.0,,0.0,9.0,1.0,,Tampa Bay Lightning
404,1997,TOR,,,,,3.0,6.0,2.0,,5.0,7.0,1.0,,5.0,6.0,3.0,,4.0,8.0,1.0,,3.0,3.0,1.0,,6.0,8.0,1.0,,4.0,5.0,0.0,,Toronto Maple Leafs
405,1997,VAN,,,,,3.0,8.0,2.0,,6.0,6.0,1.0,,2.0,9.0,3.0,,3.0,9.0,2.0,,4.0,1.0,1.0,,4.0,6.0,4.0,,3.0,4.0,1.0,,Vancouver Canucks
406,1997,WAS,,,,,7.0,4.0,2.0,,6.0,6.0,2.0,,4.0,5.0,4.0,,9.0,2.0,2.0,,0.0,4.0,1.0,,8.0,7.0,0.0,,6.0,2.0,1.0,,Washington Capitals
407,1998,ANA,,,,,3.0,3.0,3.0,,5.0,7.0,1.0,,5.0,3.0,4.0,,4.0,9.0,1.0,,10.0,3.0,0.0,,6.0,4.0,2.0,,2.0,5.0,2.0,,Mighty Ducks of Anaheim
408,1998,BOS,,,,,4.0,5.0,2.0,,6.0,2.0,3.0,,6.0,6.0,1.0,,4.0,6.0,2.0,,5.0,5.0,2.0,,7.0,4.0,3.0,,7.0,2.0,0.0,,Boston Bruins
409,1998,BUF,,,,,4.0,3.0,2.0,,6.0,2.0,2.0,,9.0,3.0,1.0,,5.0,6.0,3.0,,4.0,6.0,4.0,,5.0,5.0,3.0,,4.0,3.0,2.0,,Buffalo Sabres
410,1998,CAL,,,,,2.0,5.0,2.0,,6.0,8.0,0.0,,4.0,8.0,1.0,,4.0,6.0,2.0,,5.0,2.0,5.0,,7.0,5.0,2.0,,2.0,6.0,0.0,,Calgary Flames
411,1998,CAR,,,,,4.0,3.0,3.0,,7.0,7.0,0.0,,6.0,4.0,2.0,,6.0,4.0,3.0,,4.0,5.0,4.0,,4.0,5.0,4.0,,3.0,2.0,2.0,,Carolina Hurricanes
412,1998,CHI,,,,,4.0,4.0,1.0,,2.0,10.0,2.0,,5.0,6.0,1.0,,3.0,6.0,4.0,,3.0,11.0,0.0,,6.0,3.0,4.0,,6.0,1.0,0.0,,Chicago Blackhawks
413,1998,COL,,,,,2.0,6.0,1.0,,6.0,5.0,1.0,,8.0,6.0,1.0,,9.0,2.0,1.0,,5.0,3.0,4.0,,9.0,4.0,2.0,,5.0,2.0,0.0,,Colorado Avalanche
414,1998,DAL,,,,,6.0,1.0,2.0,,6.0,3.0,1.0,,11.0,1.0,3.0,,7.0,4.0,1.0,,8.0,2.0,2.0,,9.0,4.0,3.0,,4.0,4.0,0.0,,Dallas Stars
415,1998,DET,,,,,6.0,4.0,0.0,,7.0,4.0,0.0,,4.0,8.0,2.0,,7.0,5.0,1.0,,7.0,4.0,3.0,,7.0,5.0,0.0,,5.0,2.0,1.0,,Detroit Red Wings
416,1998,EDM,,,,,5.0,4.0,0.0,,7.0,5.0,1.0,,3.0,8.0,2.0,,4.0,3.0,4.0,,4.0,8.0,2.0,,5.0,7.0,2.0,,5.0,2.0,1.0,,Edmonton Oilers
417,1998,FLO,,,,,3.0,3.0,3.0,,5.0,5.0,2.0,,5.0,5.0,1.0,,5.0,4.0,6.0,,4.0,5.0,4.0,,5.0,6.0,2.0,,3.0,6.0,0.0,,Florida Panthers
418,1998,LAK,,,,,4.0,4.0,2.0,,2.0,10.0,1.0,,6.0,7.0,0.0,,5.0,6.0,1.0,,6.0,6.0,1.0,,5.0,8.0,0.0,,4.0,4.0,0.0,,Los Angeles Kings
419,1998,MTL,,,,,3.0,5.0,2.0,,5.0,7.0,0.0,,3.0,6.0,5.0,,7.0,6.0,1.0,,6.0,5.0,0.0,,5.0,5.0,2.0,,3.0,5.0,1.0,,Montreal Canadiens
420,1998,NAS,,,,,3.0,5.0,1.0,,6.0,7.0,0.0,,4.0,6.0,2.0,,5.0,9.0,1.0,,3.0,6.0,2.0,,5.0,8.0,1.0,,2.0,6.0,0.0,,Nashville Predators
421,1998,NJD,,,,,5.0,4.0,0.0,,8.0,3.0,1.0,,8.0,2.0,3.0,,6.0,6.0,1.0,,6.0,5.0,3.0,,7.0,2.0,3.0,,7.0,2.0,0.0,,New Jersey Devils
422,1998,NYI,,,,,5.0,5.0,0.0,,5.0,8.0,0.0,,3.0,9.0,2.0,,2.0,8.0,2.0,,4.0,5.0,3.0,,2.0,10.0,2.0,,3.0,3.0,1.0,,New York Islanders
423,1998,NYR,,,,,3.0,4.0,3.0,,3.0,5.0,4.0,,7.0,6.0,0.0,,6.0,7.0,0.0,,6.0,6.0,0.0,,6.0,5.0,3.0,,2.0,5.0,1.0,,New York Rangers
424,1998,OTT,,,,,5.0,3.0,0.0,,5.0,4.0,3.0,,6.0,6.0,1.0,,10.0,2.0,2.0,,7.0,3.0,2.0,,9.0,3.0,2.0,,2.0,2.0,5.0,,Ottawa Senators
425,1998,PHI,,,,,5.0,3.0,2.0,,6.0,4.0,2.0,,7.0,2.0,5.0,,8.0,1.0,2.0,,4.0,7.0,2.0,,3.0,6.0,5.0,,4.0,3.0,1.0,,Philadelphia Flyers
426,1998,PHO,,,,,4.0,2.0,1.0,,10.0,0.0,1.0,,7.0,5.0,2.0,,4.0,5.0,5.0,,5.0,8.0,1.0,,7.0,6.0,2.0,,2.0,5.0,0.0,,Phoenix Coyotes
427,1998,PIT,,,,,4.0,3.0,2.0,,6.0,3.0,3.0,,5.0,4.0,2.0,,8.0,5.0,0.0,,9.0,5.0,0.0,,4.0,5.0,6.0,,2.0,5.0,1.0,,Pittsburgh Penguins
428,1998,SJS,,,,,1.0,6.0,2.0,,4.0,5.0,3.0,,5.0,5.0,3.0,,5.0,4.0,4.0,,5.0,7.0,2.0,,7.0,3.0,3.0,,4.0,3.0,1.0,,San Jose Sharks
429,1998,STL,,,,,4.0,3.0,2.0,,5.0,3.0,3.0,,3.0,5.0,4.0,,6.0,7.0,0.0,,7.0,6.0,1.0,,6.0,7.0,1.0,,6.0,1.0,2.0,,St. Louis Blues
430,1998,TBL,,,,,4.0,6.0,1.0,,2.0,8.0,1.0,,3.0,10.0,1.0,,2.0,9.0,1.0,,2.0,8.0,1.0,,4.0,9.0,1.0,,2.0,4.0,3.0,,Tampa Bay Lightning
431,1998,TOR,,,,,5.0,4.0,1.0,,8.0,5.0,1.0,,8.0,4.0,0.0,,7.0,4.0,1.0,,6.0,4.0,2.0,,6.0,7.0,1.0,,5.0,2.0,1.0,,Toronto Maple Leafs
432,1998,VAN,,,,,4.0,4.0,1.0,,5.0,9.0,0.0,,4.0,6.0,3.0,,3.0,6.0,2.0,,3.0,8.0,3.0,,3.0,9.0,2.0,,1.0,5.0,1.0,,Vancouver Canucks
433,1998,WAS,,,,,3.0,3.0,3.0,,4.0,8.0,0.0,,4.0,8.0,0.0,,5.0,7.0,1.0,,9.0,4.0,1.0,,4.0,8.0,1.0,,2.0,7.0,0.0,,Washington Capitals
434,1999,ANA,,,,,6.0,5.0,1.0,1.0,6.0,5.0,1.0,0.0,6.0,6.0,2.0,0.0,4.0,7.0,2.0,0.0,5.0,3.0,4.0,0.0,5.0,5.0,2.0,1.0,2.0,2.0,0.0,1.0,Mighty Ducks of Anaheim
435,1999,ATL,,,,,2.0,5.0,2.0,1.0,3.0,9.0,0.0,0.0,3.0,7.0,2.0,2.0,3.0,8.0,2.0,1.0,1.0,11.0,0.0,0.0,1.0,13.0,1.0,0.0,1.0,4.0,0.0,0.0,Atlanta Thrashers
436,1999,BOS,,,,,4.0,5.0,4.0,0.0,7.0,3.0,2.0,0.0,2.0,6.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,0.0,4.0,7.0,1.0,2.0,1.0,3.0,1.0,0.0,Boston Bruins
437,1999,BUF,,,,,3.0,7.0,2.0,0.0,8.0,5.0,0.0,0.0,4.0,4.0,3.0,1.0,5.0,8.0,1.0,0.0,6.0,3.0,3.0,1.0,6.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,Buffalo Sabres
438,1999,CAL,,,,,3.0,8.0,2.0,0.0,5.0,6.0,0.0,0.0,8.0,2.0,3.0,1.0,7.0,6.0,0.0,0.0,3.0,3.0,2.0,4.0,4.0,8.0,2.0,0.0,1.0,3.0,1.0,0.0,Calgary Flames
439,1999,CAR,,,,,5.0,3.0,3.0,0.0,6.0,5.0,3.0,0.0,3.0,8.0,1.0,0.0,6.0,8.0,1.0,0.0,6.0,4.0,1.0,0.0,8.0,6.0,1.0,0.0,3.0,1.0,0.0,0.0,Carolina Hurricanes
440,1999,CHI,,,,,2.0,5.0,4.0,0.0,3.0,8.0,0.0,2.0,6.0,6.0,2.0,0.0,7.0,6.0,0.0,0.0,4.0,6.0,1.0,0.0,8.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,Chicago Blackhawks
441,1999,COL,,,,,5.0,5.0,2.0,1.0,6.0,5.0,1.0,0.0,7.0,5.0,1.0,0.0,7.0,4.0,3.0,0.0,3.0,7.0,3.0,0.0,10.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,Colorado Avalanche
442,1999,DAL,,,,,6.0,5.0,1.0,0.0,5.0,5.0,2.0,1.0,8.0,4.0,2.0,0.0,8.0,3.0,0.0,1.0,7.0,3.0,1.0,1.0,9.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,Dallas Stars
443,1999,DET,,,,,7.0,2.0,1.0,1.0,7.0,4.0,2.0,0.0,11.0,2.0,1.0,0.0,6.0,6.0,2.0,0.0,7.0,5.0,0.0,0.0,9.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,Detroit Red Wings
444,1999,EDM,,,,,4.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,6.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,8.0,2.0,2.0,1.0,4.0,7.0,1.0,0.0,3.0,2.0,0.0,0.0,Edmonton Oilers
