year,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2005,2005,2005,2005,2005,2005,2005,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2005,2005,2005,2005,2005,2005,2005,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2005,2005,2005,2005,2005,2005,2005,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2005,2005,2005,2005,2005,2005,2005,1980,1980,1980,1980,1980,1980,1980,1981,1981,1981,1981,1981,1981,1981,1982,1982,1982,1982,1982,1982,1982,1983,1983,1983,1983,1983,1983,1983,1984,1984,1984,1984,1984,1984,1984,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998
month,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Sep,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Feb,Jan,Mar,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Sep,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Feb,Jan,Mar,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Sep,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Feb,Jan,Mar,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Sep,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Feb,Jan,Mar,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct,Apr,Dec,Feb,Jan,Mar,Nov,Oct
metrics,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,OL,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaheim Ducks,0.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,6.0,2.0,4.0,4.0,4.0,6.0,1.0,1.0,7.0,6.0,7.0,4.0,3.0,5.0,1.0,6.0,2.0,6.0,6.0,5.0,6.0,2.0,6.0,5.0,3.0,3.0,4.0,7.0,2.0,8.0,4.0,2.0,7.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,5.0,4.0,10.0,10.0,9.0,2.0,7.0,10.0,8.0,8.0,8.0,3.0,1.0,3.0,5.0,6.0,6.0,8.0,8.0,6.0,2.0,6.0,5.0,9.0,7.0,6.0,4.0,3.0,8.0,5.0,8.0,11.0,8.0,4.0,1.0,3.0,8.0,9.0,6.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Thrashers,1.0,4.0,7.0,5.0,4.0,5.0,2.0,1.0,7.0,6.0,5.0,8.0,5.0,8.0,,3.0,9.0,5.0,8.0,4.0,6.0,6.0,3.0,10.0,2.0,5.0,7.0,3.0,4.0,4.0,6.0,7.0,4.0,6.0,5.0,4.0,,,,,,,,4.0,7.0,11.0,8.0,13.0,9.0,5.0,3.0,5.0,8.0,10.0,9.0,7.0,3.0,3.0,8.0,3.0,8.0,10.0,11.0,4.0,1.0,7.0,5.0,6.0,6.0,6.0,8.0,1.0,7.0,7.0,9.0,4.0,6.0,3.0,2.0,5.0,2.0,7.0,5.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,3.0,6.0,9.0,8.0,8.0,1.0,8.0,5.0,5.0,4.0,7.0,4.0,,3.0,4.0,6.0,5.0,9.0,6.0,2.0,1.0,4.0,2.0,6.0,8.0,9.0,5.0,1.0,7.0,2.0,4.0,7.0,8.0,5.0,,,,,,,,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,10.0,2.0,1.0,4.0,4.0,1.0,0.0,3.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,7.0,8.0,6.0,0.0,1.0,7.0,5.0,2.0,6.0,7.0,5.0,6.0,6.0,3.0,7.0,9.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
